Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
2,Bóbrka-Rogi,E,118.93,5.27,2.39,krośnieński
3,Brzegi Dolne,E,0.97,0.43,0.07,".
bieszczadzki"
4,Czarna,E,1.99,0.93,0.19,bieszczadzki
5,Dominik.-Kob.-Kryg,E,2.23,2.23,0.56,gorlicki
6,Dwernik,E,tylko pzb.,1.06,"
0.26",bieszczadzki
7,Fellnerówka-Hanka,E,17.28,-,0.31,gorlicki
8,Folusz-Pielgrzymka,E,tylko pzb.,-,0.93,jasielski
9,Gorlice,E,29.84,0.41,-,gorlicki
10,Grabownica,E,5.99,5.99,2.79,brzozowski
11,Harklowa,E,5.39,2.28,"
0.74",jasielski
12,Iwonicz-Zdrój,E,-,-,0.48,krośnieński
13,Jaszczew,E,38.29,3.02,0.96,"jasielski,
krośnieński"
14,Krościenko,E,17.27,"
1.90",0.93,"krośnieński,
m.Krosno"
15,Kryg-Libusza-Lipinki,E,16.94,4.78,1.62,gorlicki
16,Łodyna,E,23.84,"
0.12",1.66,"bieszczadzki,
leski"
17,Magdalena,E,tylko pzb.,-,0.11,gorlicki
18,Mrukowa,E,tylko pzb.,-,0.05,jasielski
19,Osobnica,E,"
33.36",4.50,2.66,jasielski
20,Potok,E,27.31,3.49,0.78,krośnieński
21,Rej. Grabownica Wieś,E,10.90,6.14,0.02,brzozowski
22,Roztoki,E,"
15.89",2.69,0.85,jasielski
23,Słopnice,T,1.63,-,-,limanowski
24,Turaszówka,E,2.80,1.99,0.40,m.Krosno
25,Turze Pole-Zmiennica,E,4.42,4.42,0.72,brzozowski
26,Wańkowa,"
E",95.32,22.47,3.19,"bieszczadzki,
leski"
27,Węglówka,E,66.77,9.00,2.02,krośnieński
28,Wola Jasienicka,"
E",tylko pzb.,0.37,0.13,"brzozowski,
krośnieński"
29,Zatwarnica,E,1.82,0.84,0.11,bieszczadzki
1,"
Antonin 1",E,5.74,5.74,0.06,"ostrowski,
ostrzeszowski"
2,Babimost,P,125.00,-,-,zielonogórski
3,Białogóra-E,Z,tylko pzb.,0.38,-,pucki
4,Błotno,E,10.95,10.92,0.68,goleniowski
5,"BMB (Barnówko -
Mostno - Buszewo)",E,7 804.46,5 341.00,361.14,"gorzowski,
myśliborski"
6,"
Breslack-Kosarzyn",E,12.52,2.35,0.43,krośnieński
7,Buk,E,32.46,28.98,0.47,"nowotomyski,
poznański"
9,Daszewo,Z,6.10,-,0.34,białogardzki
10,Dębki,E,15.03,7.22,0.69,".
pucki"
11,Dzieduszyce,E,500.83,282.31,5.39,gorzowski
12,Gajewo,B,48.63,-,"
4.15","gorzowski,
myśliborski"
13,Glinnik,E,-,-,0.38,"lubartowski,
lubelski"
14,Gomunice,Z,39.73,-,-,pajęczański
15,Górzyca,E,211.16,182.72,5.77,słubicki
16,Grotów,T,1 822.21,1 398.78,"
-","czarnkowsko-
trzcianecki,
międzychodzki,
strzelecko-
drezdenecki"
17,GryŜyna,R,72.33,"
-",-,"krośnieński,
świebodziński"
18,Jastrzębsko,R,19.00,-,-,nowotomyski
19,Jeniniec,E,8.92,4.12,5.82,gorzowski
20,Kamień Mały,B,709.07,"
-",-,"gorzowski,
sulęciński"
21,Kamień Pomorski,E,"
17.19",16.76,2.86,kamieński
22,Kije,E,9.83,8.65,0.07,zielonogórski
23,Kije NE,Z,-,-,-,zielonogórski
24,Kosarzyn - N,E,"
11.27",10.26,0.33,krośnieński
25,Kosarzyn (E),Z,61.96,-,-,krośnieński
26,Kosarzyn (S),Z,35.64,-,-,krośnieński
27,Lubiatów,"
E",5 392.73,3 314.56,4.84,"międzychodzki,
strzelecko-
drezdenecki"
28,Lubiszyn,E,6.13,4.25,7.84,gorzowski
29,Michorzewo,E,33.37,32.78,9.72,nowotomyski
30,Mozów S,T,1.14,1.39,-,zielonogórski
31,Namyślin,"
R",16.96,-,-,myśliborski
32,Ołobok,T,30.56,25.89,-,świebodziński
33,Radoszyn,E,596.01,404.01,4.86,świebodziński
34,Rekowo,E,0.90,0.90,0.62,kamieński
35,"
Retno",E,tylko pzb.,6.03,3.97,krośnieński
36,Rybaki,E,0.70,0.73,0.37,krośnieński
37,Sławoborze,E,5.63,5.62,0.44,świdwiński
38,StęŜyca,E,88.20,9.68,0.32,"garwoliński,
rycki"
39,Wysoka Kamieńska,E,36.86,36.84,5.13,goleniowski
40,"
Zielin",E,9.91,9.57,3.27,gryfiński
41,arnowiec,E,42.66,2.01,0.11,pucki
1,Brzezówka,E,8.92,3.84,1.40,"ropczycko-
sędziszowski"
2,Cetynia,Z,tylko pzb.,-,-,lubaczowski
3,Grobla,E,57.43,30.19,"
5.41",bocheński
4,Jastrząbka Stara,E,44.92,6.05,1.60,dębicki
5,Korzeniów,Z,tylko pzb.,-,-,dębicki
6,Lubaczów,P,115.93,-,-,lubaczowski
7,Łąkta,T,4.58,-,"
-",bocheński
8,Mniszów,P,tylko pzb.,-,-,proszowicki
9,Nosówka,E,-,-,7.19,rzeszowski
10,Pławowice,E,102.03,29.67,4.28,"kazimierski,
proszowicki"
11,Tarnów,P,tylko pzb.,"
-",-,tarnowski
