Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
1,"
Ołobola",P,11 679.00,-,-,bolesławiecki
2,Osiecznica I,Z,1 166.00,-,-,bolesławiecki
3,Osiecznica II,E,14 364.25,14 364.25,797.07,bolesławiecki
4,Osiecznica-Stanisława,R,2 082.00,-,-,bolesławiecki
5,"
Parowa",R,13 546.00,-,-,bolesławiecki
6,"Parowa 1 - Pole II, IV",R,21 548.80,-,-,bolesławiecki
7,Władysława,P,14 519.00,-,-,bolesławiecki
1,Tereszpol,R,1 762.00,-,-,zamojski
1,Lutynka-Soczewka 1,Z,tylko pzb.,-,-,Ŝagański
3,Lutynka-Soczewka L-II,R,41.00,-,-,Ŝarski
4,Stawnik,P,115.40,-,-,".
Ŝarski"
1,Biała Góra I - Wschód,E,18 540.21,21 305.92,"
76.15",tomaszowski
2,Biała Góra II - Wschód,E,29 318.19,21 221.68,10.41,tomaszowski
3,Biała Góra III - Wesoła,T,31 874.70,13 000.40,-,tomaszowski
4,Góry Trzebiatowskie,P,22 297.00,-,-,opoczyński
5,Piaskownica-Zajączków E,E,26 061.39,23 094.81,472.91,opoczyński
6,Radonia,R,43 039.00,-,"
-",opoczyński
7,Unewel-Wschód,R,66 548.00,52 299.21,-,opoczyński
8,Unewel-Zachód,M,-,-,764.07,"opoczyński,
tomaszowski"
9,Unewel-Zachód-Nowy,E,83 065.90,"
-",-,"opoczyński,
tomaszowski"
10,Wygnanów II,R,45 498.50,-,-,opoczyński
11,Zajączków,P,139 532.00,-,-,opoczyński
1,Mostówka,R,8 773.30,-,-,wyszkowski
2,Wołomin,Z,"
199.00",-,-,wołomiński
3,Wyszków-Skuszew,T,1 055.89,825.89,-,wyszkowski
1,Koziejówka,P,2 474.00,-,-,lubaczowski
1,Puck,R,1 244.00,-,-,pucki
1,Piaseczno,Z,788.00,-,-,sandomierski
2,Świniary II,P,6 084.00,-,-,sandomierski
1,Olszyna,P,1.40,-,-,ostrzeszowski
2,Ujście Noteckie II,E,7 865.05,7 536.50,29.09,pilski
1,Sulechowo,R,6 427.00,-,-,sławieński
