Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
1,Bobrowo A,R,969.43,-,-,brodnicki
2,"
Bobrowo B",R,353.34,-,-,brodnicki
3,Iłowo II,Z,-,-,-,sępoleński
4,Jerzmanowo I,R,45.04,-,-,włocławski
5,Kaniewo,Z,186.00,-,-,włocławski
6,"
Kaniewo II",Z,367.13,-,-,włocławski
7,Piastoszyn I,T,224.34,224.34,-,tucholski
8,Rudaw,R,746.90,-,-,golubsko-dobrzyński
9,Trepki,R,1 313.50,-,-,brodnicki
10,Węgorzyn,R,197.00,-,-,wąbrzeski
11,Wisławice,R,582.00,-,-,nakielski
1,Grabanów,R,2 388.00,-,-,bialski
3,Ludwinek,M,-,-,-,łęczyński
4,Mogielnica I,R,26.57,-,-,".
chełmski"
5,Ossówka,R,10 204.00,-,-,bialski
1,Brzeźno,R,1 065.02,-,-,gorzowski
2,Gądków Wielki,P,707.00,-,-,sulęciński
3,Łomy,P,374.83,-,-,krośnieński
4,Maczków,R,641.00,-,-,słubicki
5,Mostki,R,188.45,-,"
-",świebodziński
6,Pomorsko,Z,1 834.00,-,-,zielonogórski
7,Pomorsko II,R,263.00,-,-,zielonogórski
8,Rańsko,P,928.00,-,-,międzyrzecki
9,Santoczno,P,619.00,-,-,gorzowski
10,Sława,Z,540.16,"
-",-,wschowski
11,Szumiąca,Z,2 511.13,-,-,"międzyrzecki,
świebodziński"
12,Tarnawa,P,"
603.00",-,-,sulęciński
13,Wołogoszcz,Z,"
84.80",-,-,"strzelecko-
drezdenecki"
14,Zabór,Z,371.92,-,-,zielonogórski
1,Bachorza*,Z,"
62.56",-,-,łosicki
2,Bachorza II*,Z,17.73,-,-,łosicki
3,Bachorza III*,Z,40.26,-,-,łosicki
4,Bachorza IV*,Z,-,-,-,łosicki
5,Bachorza VI*,"
E",27.80,29.45,1.60,łosicki
6,Kobierniki,R,56.57,-,-,płocki
7,"Kolonia Wólka Nosowska
I*",Z,4.27,-,-,łosicki
8,"
Kornica - Nowa*",R,9 841.00,-,-,łosicki
9,Kornica Nowa - zarej.*,Z,4.79,-,-,łosicki
10,Kornica Nowa II*,E,220.93,-,5.30,łosicki
11,Kornica-Koszelówka*,R,12 732.00,-,-,łosicki
12,"
Kornica-Popówka*",Z,9 238.60,-,-,łosicki
13,Koszelówka I*,E,709.93,-,19.95,łosicki
14,Koszelówka II*,E,695.18,-,12.50,łosicki
15,Rudka*,Z,6.45,-,-,łosicki
16,Rudka II*,E,47.79,-,1.20,łosicki
17,Sewerynów*,T,249.68,-,-,łosicki
18,"
Zienie*",Z,14.47,-,-,łosicki
2,BarŜykowo I,Z,8.79,-,-,kolneński
3,BarŜykowo II,Z,192.80,-,-,".
kolneński"
4,BerŜniki,P,933.30,-,-,sejneński
5,Dubowo,P,3 273.00,-,-,sejneński
6,Mielnik*,E,3 002.90,3 092.09,"
91.24",siemiatycki
7,Rajgród,Z,294.20,-,-,grajewski
8,Zelwa,P,883.07,-,-,sejneński
1,Bobowo,Z,120.00,-,"
-",starogardzki
2,Czarnoszyce,Z,-,-,-,człuchowski
3,DarŜyno,Z,-,-,-,słupski
4,Góra IV,T,73.70,-,-,wejherowski
5,Grabówko,Z,720.20,-,-,słupski
6,Jeziernik,Z,596.71,"
-",-,"człuchowski,
szczecinecki"
7,Kalwa*,Z,143.40,-,-,sztumski
8,Kniewo,Z,"
261.60",-,-,wejherowski
9,Kochanka,Z,2 028.65,-,-,starogardzki
10,Konarzyny,Z,"
1 021.00",-,-,kościerski
11,Konarzyny II,Z,143.00,-,-,kościerski
12,Łubiana I,R,46.00,-,-,kościerski
13,Nowa Cerkiew III,Z,12.12,-,-,tczewski
14,Orle-Wejherowo,Z,"
16 030.00",-,-,wejherowski
15,Orle-Wejherowo II,Z,17.00,-,-,wejherowski
16,Osieczna,P,3 064.00,-,-,starogardzki
17,Pawłówko,R,1 224.80,-,-,człuchowski
18,Pawłówko II,"
Z",75.84,-,-,człuchowski
19,Perlino,Z,19.40,-,-,wejherowski
20,Polnica-C,R,265.00,-,-,człuchowski
21,Postolin-Cygusy,Z,1 030.16,-,-,sztumski
22,"
Roszczyce",Z,6 084.64,-,-,lęborski
23,Roszczyce II,T,223.03,223.02,-,lęborski
24,RóŜyny,Z,24.00,-,-,gdański
25,RóŜyny II,Z,-,-,-,gdański
26,"
RóŜyny III",R,30.56,-,-,gdański
27,Skowarcz-Pszczółki,P,1 915.00,-,-,gdański
28,Sulęczyno,Z,760.00,-,-,kartuski
29,Zapceń - pole A,Z,994.72,-,-,bytowski
30,Zapceń - pole B,Z,806.90,-,-,bytowski
1,Barwiny,R,1 645.00,-,-,olsztyński
2,Bornity,Z,583.18,-,-,braniewski
4,Cerkiewnik,P,1 332.00,-,-,olsztyński
5,Chmielewo,R,193.22,-,-,".
piski"
6,Chrośle,R,279.22,-,-,nowomiejski
7,Dobry Lasek,R,666.00,-,-,mrągowski
8,Florczaki,Z,31.46,-,"
-",ostródzki
9,Ględy,Z,33.46,-,-,ostródzki
10,Ględy 1,T,31.90,-,-,ostródzki
11,Gronowo,R,1 234.00,-,-,działdowski
12,Judyty,P,974.07,-,-,bartoszycki
13,Karnity,P,601.00,-,"
-",iławski
14,Kiewry,P,362.00,-,-,olsztyński
15,Komorowo,P,43.00,-,-,ostródzki
16,Kruklin,Z,1.20,-,-,giŜycki
17,Kruklin II,Z,-,"
-",-,giŜycki
18,Lipowskie,P,1 211.00,-,-,piski
19,Lutek,Z,-,-,-,olsztyński
20,Lutek II,Z,-,-,-,olsztyński
21,Lutek III,Z,"
3.64",-,-,olsztyński
22,Lutek IV,Z,85.58,-,-,olsztyński
23,Lutek V,Z,"
5.87",-,-,olsztyński
24,Łukta-Wynki,P,776.00,-,-,ostródzki
25,Malinowo III,R,226.00,-,-,nidzicki
26,Malinowo V,Z,"
60.38",-,-,olsztyński
27,Malinowo-Pole II,Z,1 006.26,-,-,olsztyński
28,Malinowo-pole IV,Z,107.99,-,-,olsztyński
29,Mostkowo,R,163.00,-,-,ostródzki
30,Piłaki,R,622.19,-,-,mrągowski
31,Prusy,"
T",1 322.29,-,-,działdowski
32,Prusy II,Z,3.85,-,-,działdowski
33,Rapa,T,7.70,-,-,gołdapski
34,Romoty,P,1 121.90,-,-,ełcki
35,"
Rynek",R,528.40,-,-,nowomiejski
36,Sędańsk,R,418.40,-,-,szczycieński
37,Szczurkowo,Z,210.50,-,-,bartoszycki
38,Szuć,R,2 875.00,-,-,szczycieński
39,"
Tarda",P,425.00,-,-,ostródzki
40,Unieszewo,Z,194.50,-,-,olsztyński
41,Upałty,Z,-,-,-,giŜycki
42,Warkałki,Z,88.76,-,-,ostródzki
43,Wądzyń,Z,229.65,-,-,ostródzki
44,Wądzyń II,Z,103.40,-,-,ostródzki
45,"
Wenecja",Z,290.00,-,-,nowomiejski
46,Wenecja II,T,13.00,-,-,nowomiejski
48,Zezuj,Z,33.84,-,-,olsztyński
49,abin,Z,48.60,-,-,".
gołdapski"
1,Belęcin,R,466.00,-,"
-",leszczyński
2,Błotkowo,R,179.00,-,-,leszczyński
3,Czapury,R,69.68,-,-,m.Poznań
4,Długa Goślina,T,21.87,-,-,poznański
5,Kalwy Cieśle,T,149.65,149.65,-,poznański
6,Kwiejce-Zbiornik D,R,341.70,-,"
-","czarnkowsko-
trzcianecki"
7,Łękno,Z,1 298.90,-,-,wągrowiecki
8,Objezierze,Z,1 328.69,-,-,obornicki
9,Panienka,R,348.10,-,-,jarociński
10,Sierpówko-Kiączyn,R,2 328.00,"
-",-,szamotulski
11,Skic,Z,409.54,-,-,złotowski
12,Skic-Kujan,R,2 894.30,-,-,"pilski, złotowski"
13,StrzyŜewo Kościelne,Z,"
78.14",-,-,gnieźnieński
14,Sypniewo II,Z,10.03,-,-,złotowski
15,Wrząca,Z,"
25.68",-,-,"czarnkowsko-
trzcianecki"
16,Zbąszyń,Z,149.28,-,-,nowotomyski
1,Będgoszcz,P,4 828.00,-,-,pyrzycki
2,Białogórzyno,Z,93.77,-,-,białogardzki
3,Bonin (rejon),R,413.00,-,-,koszaliński
4,Bugno,"
P",1 365.00,-,-,szczecinecki
5,Człopa,R,1 338.30,-,-,wałecki
6,"Dąbrowa Nowogardzka-
Karsk",R,1 993.40,-,-,goleniowski
7,"
Dębina",R,176.86,-,-,gryfiński
8,Dębina III,E,906.48,906.48,0.50,gryfiński
9,DzierŜęcino (rejon),R,150.00,-,-,m.Koszalin
10,GiŜyn,P,8 555.00,-,-,pyrzycki
11,"
Grabowo",Z,920.19,-,-,sławieński
12,Gwiazdowo-Kwasowo,R,1 043.40,-,-,sławieński
13,Hanki-Mirosławiec,Z,1 177.53,-,-,wałecki
14,Kazimierz III,R,127.52,127.52,-,szczecinecki
15,Kłanino-Bobrowo,P,545.62,-,-,koszaliński
16,Konotop III,P,154.00,-,-,drawski
17,"
Kraśnik-Recz",P,1 804.80,-,-,choszczeński
18,Krosino-Mołstowo,R,5 504.10,-,-,"łobeski, świdwiński"
19,Lubiatowo,P,10 843.00,-,-,pyrzycki
21,Lubiatowo III,E,147.39,147.39,14.92,pyrzycki
22,Łubianka,P,1 508.40,-,-,".
myśliborski"
23,Malechowo,P,336.35,-,-,sławieński
24,Marcelin,Z,137.64,-,-,szczecinecki
25,Mielenko Drawskie,Z,128.00,-,"
-",drawski
26,Mosina II,R,74.09,-,-,szczecinecki
27,Pęczerzyno-Rynowo,T,911.52,192.52,-,"łobeski, świdwiński"
28,Prostynia II,Z,-,-,-,drawski
29,Prostynia III,Z,326.00,-,-,drawski
30,Rusinowo,Z,65.58,-,"
-",świdwiński
31,Strzeszów,T,786.04,-,-,gryfiński
32,Suliszewo,Z,1 876.67,-,-,choszczeński
33,Tyczewo,Z,113.19,-,-,białogardzki
34,Tyczewo I,Z,559.43,"
-",-,białogardzki
35,Wielimskie Bagno,R,802.58,579.97,-,szczecinecki
36,Wierzbno,P,3 061.00,-,-,pyrzycki
37,Witkowo,P,506.00,-,-,stargardzki
38,Wołowe Lasy,R,"
1 178.29",-,-,wałecki
39,Wyszebórz (rejon),R,599.00,-,-,koszaliński
40,elewo,R,"
24.00",-,-,gryfiński
