Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
ZASOBY OGÓŁEM,71,8.98,66.51,12.47,7.27,28.50
Razem -,7,6.18,46.15,0.03,5.33,27.27
1. ZłoŜa zakładów czynnych,6,"
42.66",42.63,0.03,4.73,26.08
2. ZłoŜa eksploatowane okresowo,1,.51,3.51,-,0.60,1.19
Razem -,17,8.38,16.18,12.20,1.07,1.23
1. ZłoŜa rozpoznane szczegółowo,8,6.19,16.18,0.01,0.90,1.23
2. ZłoŜa rozpoznane wstępnie,9,"
12.19",0.00,12.19,0.17,-
Eksploatacja zaniechana,7,.42,4.18,0.23,0.87,-
3,Chrośna II,R,279.83,-,-,bydgoski
4,CzarŜe I,R,6.90,-,-,".
bydgoski"
5,Dąbrówka I,E,49.92,-,0.32,bydgoski
6,Iwiec I,Z,41.68,-,-,tucholski
7,Janowiec I,R,19.54,-,"
-",Ŝniński
8,Kaniewo,Z,275.00,-,-,włocławski
9,Kaniewo II,Z,59.47,-,-,włocławski
10,Krąpiewo,Z,33.48,-,-,bydgoski
11,Krąpiewo I,E,18.99,-,1.55,bydgoski
12,Lisi Ogon I,R,205.24,"
-",-,bydgoski
13,Nowe Dąbie VI,E,41.37,-,1.00,Ŝniński
14,Nowe Dąbie VII,R,142.35,23.45,-,Ŝniński
15,Otorowo I,E,36.55,-,0.44,bydgoski
16,Pawłówek I,E,80.16,73.44,8.30,bydgoski
17,Pawłówek II,R,6.50,"
-",-,bydgoski
18,Pawłówek III,R,22.97,-,-,bydgoski
19,Piastoszyn I,T,33.00,33.00,-,tucholski
20,Rudaw,R,"
132.60",-,-,"golubsko-
dobrzyński"
21,Sienno I,R,"
36.02",-,-,bydgoski
22,Słończ Górny I,T,8.42,-,-,bydgoski
23,Sokołowo Parcele,T,10.65,-,-,włocławski
24,Ułomie I,R,28.90,-,-,radziejowski
25,"Wieniec-A,B,C*",E,"
51.49",51.49,0.64,włocławski
26,Wojdal V*,T,14.65,12.87,-,inowrocławski
1,Andrzejów,E,105.87,116.81,19.10,włodawski
2,Chojno dz.171,"
Z",tylko pzb.,-,-,chełmski
3,Dodatki-Rzeka,R,286.65,814.11,-,łęczyński
4,Grabniak I,Z,37.39,-,-,włodawski
5,"
Grabówka",Z,9.14,-,-,opolski
6,Hrud,P,580.00,-,-,bialski
7,Kolechowice III,E,16.24,-,13.78,lubartowski
8,Kolonia Kulczyn dz. nr 69,Z,4.26,-,-,włodawski
9,"
Kozia Góra",R,20.04,20.04,-,chełmski
10,Krasew I,Z,13.09,-,-,radzyński
11,Krowie Bagno III,E,-,-,20.00,włodawski
12,Krowie Bagno IV,E,34.34,-,20.00,włodawski
13,Krowie Bagno V,E,37.36,-,20.00,włodawski
14,Krowie Bagno VI,R,26.89,-,-,włodawski
