Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
1,Antoni (Kalno),R,2 092,-,-,świdnicki
2,Kaławsk-szyb główny,Z,639,-,-,zgorzelecki
3,"
Kopalnia Zapomniana",Z,4 142,-,-,zgorzelecki
4,Legnica-p. Północne,P,1 723 049,-,-,"legnicki, lubiński"
5,Legnica-p. Wschodnie,R,839 312,-,-,legnicki
6,Legnica-p. Zachodnie,R,863 638,-,-,"legnicki, m.Legnica"
7,"
Lusina-Udanin
p.Południowe",R,7 402,-,-,średzki
8,Lusina-Udanin p.Północne,R,3 085,-,-,średzki
9,Radomierzyce,P,349 087,-,-,zgorzelecki
10,Ruja,P,345 147,-,-,"jaworski, legnicki,
średzki"
11,"
Sadlno",R,95,-,-,ząbkowicki
12,Siedlimowice,R,1 791,-,-,świdnicki
13,Ścinawa,P,1 766 983,-,-,lubiński
1,Brzezie,P,53 909,-,-,włocławski
2,Chełmce,P,44 348,-,-,inowrocławski
3,Kobielice,P,6 688,-,"
-",radziejowski
4,Lubraniec,P,tylko pzb.,-,-,włocławski
5,Nakło,P,245 341,-,-,nakielski
6,Radziejów,P,43 042,-,-,radziejowski
7,Szubin,P,tylko pzb.,-,-,"nakielski, Ŝniński"
8,Więcbork,P,509 113,-,"
-","nakielski, pilski,
sępoleński"
1,Sierskowola,P,tylko pzb.,-,-,rycki
2,Trzydnik,R,180,"
-",-,kraśnicki
1,Babina - śarki,P,"
142 161",-,-,Ŝarski
2,Babina-łuska 0 I,R,4 381,-,-,Ŝarski
3,Babina-łuska 0 II,R,1 329,-,-,Ŝarski
4,Babina-łuska 0 III,R,"
5 318",-,-,Ŝarski
5,Babina-łuska 0-0A,Z,4 214,-,-,Ŝarski
6,Babina-strefa fałdowa f-g,R,1 960,-,-,Ŝarski
7,Cybinka,P,"
237 487",-,-,"krośnieński,
słubicki"
8,Gubin,R,1 035 745,-,-,Ŝarski
9,Gubin 1,R,541 750,-,-,"krośnieński, Ŝarski"
10,Gubin-Zasieki-Brody,"
P",2 018 970,-,-,"krośnieński,
świebodziński,
Ŝarski"
11,Lubsko,P,340 668,-,-,Ŝarski
12,Maria,R,72,-,-,nowosolski
13,"
Mosty",P,175 394,-,-,Ŝarski
14,"Przyjaźń Narodów-
sz.Henryk",Z,280,-,-,Ŝarski
15,Rzepin,P,249 528,-,-,słubicki
16,"
Sądów",P,226 469,-,-,"krośnieński,
słubicki, sulęciński"
17,Sieniawa 1,E,1 635,1 445,72,świebodziński
18,Sieniawa 2,R,17 634,-,-,"sulęciński,
świebodziński"
19,"
Sieniawa-siodło IX-XVI",R,24 429,-,-,"sulęciński,
świebodziński"
1,Bełchatów-p.Bełchatów,E,200 832,156 522,29 187,"bełchatowski,
radomszczański"
2,Bełchatów-p.Kamieńsk,R,132 424,-,"
-","piotrkowski,
radomszczański"
3,Bełchatów-p.Szczerców,E,843 873,588 758,10 974,"bełchatowski,
pajęczański"
4,Łęki Szlacheckie,P,82 963,-,"
-","piotrkowski,
radomszczański"
5,Łowicz,P,tylko pzb.,-,-,łowicki
6,Rogóźno,P,419 086,-,-,zgierski
7,Uniejów,P,42 000,-,-,poddębicki
8,Węglewice,P,49 983,"
-",-,"ostrzeszowski,
wieruszowski"
9,Złoczew,P,485 622,-,-,"sieradzki, wieluński"
1,Głowaczów,P,"
76 287",-,-,kozienicki
2,Gostynin,P,tylko pzb.,-,-,gostyniński
3,Owadów,P,"
3 038",-,-,radomski
4,Wola Owadowska,R,13 314,-,-,radomski
1,Łączki,R,1 820,-,-,nyski
2,Polska Nowa Wieś,R,747,-,-,opolski
1,Adamów,"
E",32 887,24 754,2 837,turecki
2,Adamów-socz.Małgorzata,R,5 796,-,-,turecki
3,Adamów-socz.Rogi,P,885,-,-,turecki
4,Czempin,P,1 034 578,-,-,kościański
5,"
Dęby Szlacheckie",P,48 474,-,-,kolski
6,Dobrów,P,17 815,-,-,kolski
7,Drzewce,E,19 344,19 479,3 180,"kolski, koniński"
8,Gostyń,P,1 988 830,-,-,gostyński
9,"
Izbica Kujawska",P,21 120,-,-,kolski
10,Kopalnia Wanda,R,47,-,-,międzychodzki
11,Koźmin,E,15 379,11 574,587,"kolski, turecki"
12,Krzywin,P,666 507,-,-,kościański
13,Lubstów,T,1 859,760,-,koniński
14,"
Mąkoszyn-Grochowiska",R,50 857,-,-,"kolski, koniński,
radziejowski,
włocławski"
16,Mosina,P,1 495 412,-,-,".
kościański,
poznański, śremski"
17,Naramowice,P,296 324,-,-,"m.Poznań,
poznański"
18,Ochle,P,1 229,-,-,kolski
19,Oczkowice,P,143 047,-,"
-","gostyński, rawicki"
20,Ościsłowo,R,41 317,-,-,koniński
21,Pątnów I,Z,tylko pzb.,-,-,koniński
22,Pątnów III,T,3 809,-,-,"koniński, słupecki"
23,Pątnów III-socz.Danków,M,-,-,"
-","koniński, słupecki"
24,Pątnów IV,E,25 205,31 240,6 220,koniński
25,Piaski,R,108 414,-,-,"koniński, słupecki"
26,Rumin,R,58,-,-,koniński
27,Szamotuły,P,746 326,"
-",-,"obornicki,
poznański,
szamotulski"
28,Tomisławice,E,"
52 679",40 931,717,"koniński,
radziejowski"
29,Trzcianka,R,"
300 077",-,-,"czarnkowsko-
trzcianecki, wałecki"
30,Władysławów,E,1 358,-,188,turecki
31,Władysławów II,R,11 814,-,-,turecki
