Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
1,Rędziny,E,12 652.78,12 652.78,198.49,kamiennogórski
1,śelatowa,E,23 564.05,8 556.66,527.88,chrzanowski
1,"Bobrowniki-
Blachówka",Z,10 853.00,-,-,tarnogórski
2,Brudzowice,E,92 158.25,34 670.47,1 874.62,będziński
3,Chruszczobród,R,64 550.00,-,-,zawierciański
4,Chruszczobród 2,R,"30 830.90",-,-,zawierciański
5,Chruszczobród I,R,17 443.70,-,-,zawierciański
6,Gadlin,R,982.00,-,-,m.Jaworzno
7,Gródek,"Z",23 033.50,-,-,m.Jaworzno
8,"Jaworzno-
CięŜkowice",P,30 697.00,-,-,m.Jaworzno
9,"Ząbkowice Będzińskie I",E,17 398.86,9 170.22,966.62,"m.Dąbrowa
Górnicza"
10,"Ząbkowice
Będzińskie II",P,19 773.00,-,-,"m.Dąbrowa
Górnicza"
