Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
1,B 3,E,".
906.67",906.67,15.73,Bałtyk (off shore)
2,B 4,P,2 686.60,1 972.40,-,Bałtyk (off shore)
3,B 6,P,"i
1 792.85",1 792.85,-,Bałtyk (off shore)
4,B 8,E,420.09,420.09,0.38,Bałtyk (off shore)
1,Bednarka,E,tylko pzb.,-,0.54,gorlicki
2,Biecz,T,tylko pzb.,-,-,gorlicki
3,Bóbrka-Rogi,T,19.39,0.23,0.01,krośnieński
4,Czarna,E,1.69,0.72,0.10,bieszczadzki
5,Dąbrówka Tuchowska,"p
E",28.26,8.22,4.67,tarnowski
6,Dominik.-Kob.-Kryg,Z,-,-,-,gorlicki
7,Dwernik,E,tylko pzb.,-,0.02,bieszczadzki
8,Folusz-Pielgrzymka,E,tylko pzb.,-,0.07,jasielski
9,".
Gorlice",E,31.17,-,0.02,gorlicki
10,Gorlice-Glinik,E,8.99,2.73,0.72,gorlicki
11,Grabownica,E,3.87,1.89,0.42,brzozowski
12,Harklowa,E,0.32,0.04,0.03,jasielski
13,"w
Iskrzynia",Z,tylko pzb.,-,-,krośnieński
14,Iwonicz-Zdrój,E,0.36,-,0.37,krośnieński
15,Jaszczew,E,195.92,28.14,5.59,"jasielski,
krośnieński"
16,Jurowce-Srogów,E,20.72,1.06,4.34,sanocki
18,Krościenko,E,1.03,0.28,0.05,".
krośnieński,
m.Krosno"
19,Lachowice-Stryszawa,R,240.00,-,-,suski
20,Łodyna,E,8.94,-,0.42,"bieszczadzki, leski"
21,Osobnica,E,44.77,9.13,"v
0.62",jasielski
22,Potok,T,7.72,0.26,-,krośnieński
23,Rej. Grabownica Wieś,E,84.25,71.52,0.04,brzozowski
24,Roztoki,E,129.63,45.81,8.62,jasielski
25,Sanok-Zabłotce,E,162.70,7.08,4.52,sanocki
26,Słopnice,E,83.44,3.20,"o
0.24",limanowski
27,Strachocina,G,121.50,121.50,-,"brzozowski,
sanocki"
28,Strzeszyn,T,2.69,2.32,0.01,gorlicki
29,Szalowa,E,73.68,62.56,0.73,gorlicki
30,Turze Pole-Zmiennica,E,0.22,"g
0.21",0.04,brzozowski
31,Wańkowa,E,5.85,1.09,0.15,"bieszczadzki, leski"
32,Wetlina,P,tylko pzb.,-,-,leski
33,Węglówka,Z,".
-",-,0.05,krośnieński
34,Wola Jasienicka,E,tylko pzb.,0.70,0.08,"brzozowski,
krośnieński"
35,Zatwarnica,E,"i
0.26",-,0.02,bieszczadzki
1,Aleksandrówka,E,"g
201.35",119.46,9.22,górowski
2,Antonin 1,E,7.62,7.62,0.46,"ostrowski,
ostrzeszowski"
3,Babimost,P,910.00,-,-,zielonogórski
4,Białogard,"p
E",22.38,21.06,18.48,"białogardzki,
świdwiński"
5,Białogóra-E,Z,tylko pzb.,1.02,-,pucki
6,Błotno,E,2.29,-,0.08,goleniowski
7,".
BMB (Barnówko - Mostno
- Buszewo)",E,4 719.88,1 555.79,344.52,"gorzowski,
myśliborski"
8,Bogdaj-Uciechów,E,3 903.25,2 679.72,109.10,"milicki, ostrowski"
9,Bonikowo,G,328.63,-,-,"grodziski,
kościański"
10,"w
Borowo",P,65.00,-,-,kościański
11,Borzęcin,E,114.88,133.28,19.05,trzebnicki
12,Breslack-Kosarzyn,E,9.09,0.85,0.07,krośnieński
13,Brońsko,E,18 902.38,9 650.24,700.55,"grodziski,
kościański"
14,Brzostowo,E,71.33,45.77,1.62,"milicki, oleśnicki"
15,"w
Buk",E,9.79,-,0.26,"nowotomyski,
poznański"
17,Ceradz Dolny,Z,85.27,-,-,".
poznański,
szamotulski"
18,Ciechnowo,E,89.43,62.57,24.82,świdwiński
19,Ciecierzyn,E,519.22,306.78,16.51,"lubelski, m.Lublin"
20,Czeklin,P,95.00,-,"v
-",krośnieński
21,Czeszów,E,427.95,330.41,4.28,"milicki, oleśnicki,
trzebnicki"
22,Daszewo,G,27.72,-,-,białogardzki
23,Daszewo N,E,1 045.68,271.95,5.70,kołobrzeski
24,Dębina,R,189.71,-,"o
-","głogowski,
wschowski"
25,Dębki,E,0.65,5.17,0.31,pucki
26,Duszniki E,Z,-,-,-,szamotulski
27,Dzieduszyce,E,72.38,-,0.53,gorzowski
28,ElŜbieciny,E,151.49,"g
151.49",8.51,grodziski
