Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
29,Gajewo,P,18.30,-,-,"gorzowski,
myśliborski"
30,Glinnik,E,".
tylko pzb.",-,0.04,"lubartowski,
lubelski"
31,Gorzyce,P,tylko pzb.,-,-,kościański
32,Gorzysław N,E,"i
472.07",278.19,19.37,gryficki
33,Gorzysław S,E,421.39,56.74,0.68,gryficki
34,Góra,E,277.05,251.66,41.48,górowski
35,Górzyca,E,"g
565.07",530.04,49.57,słubicki
36,Grabówka E,E,39.70,28.14,2.28,milicki
37,Grabówka W,P,170.00,-,-,milicki
38,Grochowice,E,1 346.32,180.86,57.54,"głogowski,
nowosolski"
39,Grodzisk-26,"p
P",2.36,-,-,grodziski
40,".
Grotów",E,957.64,810.45,0.67,"czarnkowsko-
trzcianecki,
międzychodzki,
strzelecko-
drezdenecki"
41,GryŜyna,R,420.85,-,-,"krośnieński,
świebodziński"
42,"w
Jabłonna",E,505.24,505.24,30.76,grodziski
43,Jabłonna S,E,221.02,167.46,13.76,grodziski
44,Jabłonna W,E,307.24,306.54,14.76,grodziski
45,Jankowice,E,24.72,23.37,0.20,"poznański,
szamotulski"
46,Jarocin,E,417.00,285.28,5.49,"jarociński,
pleszewski"
47,"w
Jastrzębsko",R,96.00,-,-,nowotomyski
48,Jeniniec,E,1.40,-,0.68,gorzowski
50,Kaleje-E,E,92.13,91.68,26.29,średzki
51,Kamień Mały,B,129.84,-,-,".
gorzowski,
sulęciński"
52,Kamień Pomorski,E,11.74,-,0.52,kamieński
53,Kandlewo,R,239.53,-,"v
-","górowski,
wschowski"
54,Kargowa,R,2 650.00,-,-,zielonogórski
55,Kąkolewo,R,240.00,-,-,leszczyński
56,Kije,T,4.06,1.87,-,zielonogórski
57,Kije NE,Z,tylko pzb.,-,"o
-",zielonogórski
58,Klęka E,Z,-,-,-,jarociński
59,Kosarzyn - N,E,2.84,1.16,0.04,krośnieński
60,Kosarzyn (E),Z,9.24,-,-,krośnieński
61,Kosarzyn (S),Z,5.46,-,-,krośnieński
62,Kościan S,E,5 327.88,"g
3 750.87",477.83,kościański
63,Kościan S-Ca2,P,tylko pzb.,-,-,kościański
64,Kromolice,E,296.96,296.87,21.73,średzki
65,Kromolice S,E,".
562.99",513.26,6.74,"poznański, średzki"
66,Kulów,R,34.95,-,-,głogowski
67,Lipowiec,R,100.00,-,-,górowski
68,Lipowiec el. E,T,"i
462.77",157.07,-,górowski
69,Lisewo,P,989.50,-,-,"jarociński,
wrzesiński"
70,Lubiatów,T,"g
1 798.22",1 256.89,0.07,"międzychodzki,
strzelecko-
drezdenecki"
71,Lubiszyn,E,1.99,-,1.47,gorzowski
72,Łęki,E,75.91,75.91,18.38,grodziski
73,Mełgiew A i Mełgiew B,"p
E",873.24,245.40,30.08,"lubelski, świdnicki"
74,Michorzewo,E,4.71,-,2.67,nowotomyski
75,".
Międzychód",T,4 524.51,2 400.66,-,"międzychodzki,
strzelecko-
drezdenecki"
76,Międzyzdroje E,P,300.00,-,-,kamieński
77,Międzyzdroje W,P,300.00,-,-,kamieński
78,"w
Młodasko",E,59.75,48.86,18.64,"poznański,
szamotulski"
79,Mozów S,E,0.41,-,0.12,zielonogórski
80,Namyślin,R,24.72,-,-,myśliborski
81,Naratów,E,60.70,27.79,31.37,górowski
82,Niechlów,E,216.34,88.65,19.83,górowski
83,Niemierzyce,Z,-,-,-,grodziski
84,"w
Nowa Sól",R,tylko pzb.,-,-,nowosolski
85,Nowy Tomyśl,E,553.54,432.44,25.57,nowotomyski
86,Ołobok,T,5.75,-,-,świebodziński
88,Paproć,E,4 122.09,3 911.91,145.23,".
grodziski,
nowotomyski"
89,Paproć W,E,2 668.81,2 488.85,189.41,nowotomyski
90,Podrzewie,E,346.27,8.46,4.21,szamotulski
91,PoraŜyn,E,99.86,63.98,"v
9.04",nowotomyski
92,Przytór,P,360.00,-,-,m.Świnoujście
93,Radlin,E,4 155.38,2 371.36,293.74,"jarociński, średzki"
94,Radoszyn,E,118.61,-,1.01,świebodziński
95,Radziądz,E,243.57,76.52,16.86,trzebnicki
96,Radziądz-W,R,40.00,-,"o
-",trzebnicki
97,Rawicz-dolomit główny,P,230.00,-,-,rawicki
98,"Rawicz-wap.podst.-
cz.spąg.",P,475.00,-,-,rawicki
99,Rekowo,E,0.32,-,0.13,kamieński
100,Retno,E,tylko pzb.,"g
-",0.62,krośnieński
101,Roszków,E,559.68,559.58,124.74,jarociński
102,RóŜańsko,T,2 231.52,744.49,-,myśliborski
103,Ruchocice,E,".
715.34",683.64,70.87,grodziski
104,Sędziny,P,80.00,-,-,szamotulski
105,Sławoborze,E,2.86,-,0.95,świdwiński
106,Sławoborze,E,"i
124.06",123.17,11.85,świdwiński
107,Solec,P,76.00,-,-,śremski
108,Stanowice,P,602.03,-,-,gorzowski
109,Stęszew,Z,"g
-",-,-,poznański
110,StęŜyca,E,407.55,102.09,3.89,"garwoliński, rycki"
111,Strykowo,Z,-,-,-,poznański
112,Szewce E,Z,53.21,-,-,"nowotomyski,
poznański"
113,Szewce W,"p
Z",-,-,-,"nowotomyski,
poznański"
114,Szlichtyngowa,E,292.96,267.71,28.59,wschowski
115,".
Ślubów",E,44.98,38.64,9.69,górowski
116,Środa Wielkopolska,E,263.71,263.67,20.74,średzki
117,Tarchały (d.g.+cz.s.),E,1 603.17,495.53,18.33,ostrowski
118,Trzebusz,E,30.80,7.75,4.38,gryficki
119,"w
Turkowo",P,50.00,-,-,nowotomyski
120,Ujazd,E,104.98,7.30,0.26,grodziski
121,Uników,P,170.00,-,-,wieruszowski
122,Wielichowo,E,1 226.05,1 215.30,107.85,grodziski
123,Wierzchowice,G,5 557.12,-,-,milicki
124,Wierzchowice E,Z,14.68,-,-,milicki
125,Wierzchowice W,Z,37.55,-,-,milicki
126,"w
Wierzchowo",E,24.40,24.32,7.79,"koszaliński,
szczecinecki"
127,Wierzowice,E,406.08,108.91,1.92,górowski
129,Wiewierz-element W,E,0.56,4.37,2.39,górowski
130,Wilcze-czerw.spąg.,R,498.73,-,-,".
wolsztyński,
zielonogórski"
131,Wilcze-dolomit główny,P,285.00,-,-,zielonogórski
132,Wilga,Z,-,-,"v
-",otwocki
133,Wilków,E,1 179.39,1 070.33,104.15,"głogowski,
wschowski"
134,Winna Góra,P,203.87,-,-,"średzki,
wrzesiński"
135,Wrzosowo,P,600.00,-,"o
-",kamieński
136,Wysocko,E,5.98,3.27,1.47,ostrowski
137,Wysocko Małe E,E,70.42,70.21,5.07,ostrowski
138,Wysoka Kamieńska,E,4.61,3.14,0.31,goleniowski
139,Zakrzewo,P,210.00,-,-,rawicki
140,Załęcze,E,987.39,"g
609.64",160.24,"górowski, rawicki"
141,Zaniemyśl,E,345.11,343.76,87.60,średzki
142,Zbąszyń,P,2 400.00,-,-,wolsztyński
143,Zielin,E,".
67.19",-,19.14,gryfiński
144,śakowo,R,2 150.00,-,-,leszczyński
145,śarnowiec,E,7.25,1.68,0.08,pucki
146,śarnowiec W,E,"i
4.68",2.01,0.75,pucki
147,śuchlów,E,2 128.22,1 604.10,321.90,górowski
1,Biszcza,E,156.88,123.81,13.53,biłgorajski
2,Blizna-Ocieka,P,120.00,-,-,mielecki
3,"Brzezowiec I,II",E,113.02,44.47,0.23,brzeski
4,Brzezówka,"p
E",17.19,10.71,0.26,"ropczycko-
sędziszowski"
5,Brzeźnica,G,46.09,46.09,0.04,dębicki
6,Brzóza Królewska,R,24.00,-,-,leŜajski
7,".
Buszkowiczki (Przemyśl)",E,209.08,78.77,13.66,przemyski
8,Chałupki Dębniańskie,E,139.74,59.62,22.06,"leŜajski,
przeworski"
9,Chotyniec,P,40.00,-,-,jarosławski
10,"w
Cierpisz",E,774.86,319.80,-,"ropczycko-
sędziszowski"
11,Czarna Sędziszowska,T,32.94,12.52,-,"ropczycko-
sędziszowski"
12,Dąbrówka,E,40.08,15.10,3.92,bocheński
13,Dębowiec Śląski,E,70.49,5.78,2.15,cieszyński
14,Dzików,E,986.92,222.93,51.18,lubaczowski
15,"w
Góra Ropczycka",P,163.26,59.15,-,"ropczycko-
sędziszowski"
17,Grabina-Nieznanowice S,E,206.57,111.37,0.29,".
bocheński,
wielicki"
18,Grądy Bocheńskie,E,40.57,15.44,1.77,"bocheński, brzeski"
19,Grobla,E,55.38,1.66,0.30,bocheński
20,Grodzisko Dolne,E,131.00,82.43,"v
4.49",leŜajski
21,Gruszów,T,34.61,2.72,-,dąbrowski
22,Gubernia,E,0.13,-,0.90,"jarosławski,
przemyski"
23,Husów,G,372.88,372.88,-,łańcucki
24,Husów-Albigowa-Krasne,E,617.27,141.59,"o
16.34","łańcucki,
rzeszowski"
25,Jadowniki,P,330.00,-,-,brzeski
26,Jarosław,E,880.92,14.28,18.20,jarosławski
27,Jasionka,E,1 310.91,832.77,76.82,rzeszowski
28,Jastrząbka Stara,E,1.09,"g
0.81",0.07,dębicki
29,Jaśniny Północ,E,260.11,66.22,9.59,tarnowski
30,JeŜowe NW,E,22.31,18.62,2.43,niŜański
31,Jodłówka,E,".
1 000.17",89.38,12.55,jarosławski
32,Kaczyce I,P,31.50,-,-,cieszyński
33,Kańczuga,E,72.61,24.13,6.55,przeworski
34,Kąty Rakszawskie,E,"i
14.17",11.06,1.93,rzeszowski
35,Kielanówka-Rzeszów,E,2 493.12,241.04,72.60,"m.Rzeszów,
rzeszowski"
36,Korzeniów,Z,"g
-",-,-,dębicki
37,Korzeniów (gaz),Z,tylko pzb.,-,-,dębicki
38,KsięŜpol,E,237.36,115.96,1.97,biłgorajski
39,Kupno,E,138.66,122.27,35.45,"kolbuszowski,
rzeszowski"
40,Kuryłówka,"p
E",218.13,42.89,34.10,leŜajski
41,Lipnica-Dzikowiec,R,154.00,-,-,kolbuszowski
42,Lubaczów,E,442.15,189.14,36.32,lubaczowski
43,".
Lubliniec - Cieszanów",P,188.39,103.83,-,"biłgorajski,
lubaczowski"
44,Łapanów,P,324.22,71.83,-,bocheński
45,Łapczyca,E,tylko pzb.,-,0.11,bocheński
46,Łazy,T,27.52,15.93,-,brzeski
47,"w
Łąkta",E,225.12,23.30,3.65,bocheński
48,Łękawica,E,122.68,118.71,1.32,tarnowski
49,Łętowice-Bogumiłowice,E,111.71,21.99,2.10,"brzeski, tarnowski"
50,Łukowa,E,346.86,305.22,23.05,biłgorajski
51,Markowice,R,74.00,-,-,biłgorajski
52,"w
Mirocin",E,658.08,260.71,35.18,"jarosławski,
przeworski"
53,Mołodycz,P,100.00,70.17,-,jarosławski
54,Morawsko,E,216.43,56.45,6.15,jarosławski
56,Nosówka,E,7.23,7.23,1.24,rzeszowski
57,Nosówka (gaz),E,425.66,201.57,14.24,".
ropczycko-
sędziszowski,
rzeszowski"
58,Nowosielec,E,82.93,39.05,0.07,niŜański
59,Palikówka,E,704.11,215.00,"v
17.07","łańcucki,
rzeszowski"
60,Pilzno Południe,E,919.49,451.04,85.26,dębicki
61,Pogórska Wola,Z,tylko pzb.,-,-,tarnowski
62,Pogórz,T,12.20,12.12,"o
-",cieszyński
63,Pogwizdów,P,82.00,54.75,-,łańcucki
64,Pruchnik-Pantalowice,E,568.60,238.35,19.62,"jarosławski,
przeworski"
65,Przemyśl,E,10 418.23,"g
2 142.22",558.73,"jarosławski,
przemyski"
66,Przeworsk,E,188.09,4.84,1.35,przeworski
67,Raciborsko,E,432.58,17.24,0.25,wielicki
68,Rajsko,R,163.00,75.00,-,brzeski
69,Rączyna,E,".
231.60",123.53,8.17,"jarosławski,
przeworski"
70,Rokietnica,P,"i
120.00",-,-,jarosławski
71,Rudka,E,219.52,138.26,4.59,"leŜajski,
przeworski"
72,Rudołowice,P,"g
400.00",-,-,przeworski
73,Rylowa,T,544.68,241.30,-,brzeski
74,Rysie,E,18.40,3.15,0.82,"bocheński, brzeski"
75,Sarzyna,E,47.71,31.69,8.35,leŜajski
76,Smolarzyny,E,180.85,44.09,0.94,łańcucki
77,Sokołów,"p
P",26.00,-,-,rzeszowski
78,Stobierna,E,203.87,192.74,10.60,rzeszowski
79,Swarzów,G,28.80,28.80,-,dąbrowski
80,Szczepanów,E,237.80,147.46,14.21,brzeski
81,".
Tarnogród-Wola
RóŜaniecka",E,313.49,149.23,32.73,"biłgorajski,
przeworski"
82,Tarnów (jura),E,334.21,270.02,26.33,"m.Tarnów,
tarnowski"
83,"w
Tarnów (miocen)",E,1 007.63,850.65,63.54,"m.Tarnów,
tarnowski"
84,Terliczka,E,491.23,338.59,3.28,rzeszowski
85,Tryńcza,P,20.00,-,-,przeworski
86,Trzebownisko,E,340.81,154.97,10.02,rzeszowski
87,Uszkowce,Z,-,-,-,lubaczowski
88,"w
Wierzchosławice",E,106.25,73.02,0.32,"bocheński,
brzeski, tarnowski"
90,Wola Rokietnicka,R,109.53,-,-,".
jarosławski,
przemyski"
91,Wola Zarczycka,P,16.00,-,-,leŜajski
92,Wygoda,E,11.65,1.13,0.54,dębicki
93,Zagorzyce,E,168.94,92.02,"v
14.33","ropczycko-
sędziszowski"
94,Zalesie,E,2 586.89,139.32,119.72,m.Rzeszów
95,ZałęŜe,P,152.31,134.70,-,"m.Rzeszów,
rzeszowski"
96,śołynia-LeŜajsk,E,707.16,183.16,"o
38.91","leŜajski,
przeworski"
97,śukowice,T,96.72,-,-,"dębicki, tarnowski"
