Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
1,Michałowo,R,12 500.00,-,-,inowrocławski
1,Bukowa Wielka,R,2 602.90,-,-,chełmski
2,Dominiczyn,Z,81.37,-,-,włodawski
3,Izbica V,E,746.99,12.40,102.14,krasnostawski
4,"Lechówka dz. 102/1, 99",T,87.56,-,-,chełmski
5,Lechówka dz. 104/1,E,66.71,-,13.21,chełmski
6,"Lechówka dz.97/1,101/1",E,6.04,-,4.33,chełmski
7,Lechówka dz.99,Z,-,-,-,chełmski
8,Łukówek,Z,292.06,-,-,chełmski
9,Pawłów,Z,183.94,-,-,chełmski
1,Borki-hałda,Z,7.97,-,-,łęczycki
2,Działoszyn,R,7 904.00,-,-,pajęczański
3,Wieluń-Widoradz,Z,72 411.00,-,-,wieluński
1,Kornica-Litewniki (pole A),R,3 386.00,-,-,łosicki
1,Bolko,Z,406.00,-,-,m.Opole
2,Krasiejów,Z,tylko pzb.,-,-,"opolski,
strzelecki"
1,Cieszanów,R,8 515.00,-,-,lubaczowski
2,Zaklików,R,30 144.00,-,-,stalowowolski
3,ów-Doliny,P,32 917.00,"
-",-,lubaczowski
1,Grodziec,R,1 750.00,-,-,będziński
2,Niegowonice II,P,73 364.33,-,-,zawierciański
3,Wiek II,R,11 163.00,"
-",-,zawierciański
4,Wręczyca-Grodzisko,R,5 798.00,-,-,kłobucki
5,Wysoka II,R,tylko pzb.,-,-,zawierciański
6,Wysoka III,Z,"
47.00",-,-,zawierciański
7,Wysoka IV,R,8 673.00,-,-,zawierciański
1,Gnieździska,R,2 896.00,-,-,kielecki
2,Nida-Lurowizna,R,5 877.00,-,-,kielecki
