Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
1,Antoni (Kalno),R,2 092,-,-,świdnicki
2,Kaławsk-szyb główny,Z,639,-,-,zgorzelecki
3,"w
Kopalnia
Zapomniana",Z,4 142,-,-,zgorzelecki
4,Legnica-p. Północne,P,1 723 049,-,-,"legnicki, lubiński"
6,"Legnica-p.
Zachodnie",R,863 638,-,-,".
legnicki, m.Legnica"
7,"Lusina-Udanin
p.Południowe",R,7 402,-,-,średzki
8,"Lusina-Udanin
p.Północne",R,3 085,-,-,"v
średzki"
9,Radomierzyce,P,349 087,-,-,zgorzelecki
10,Ruja,P,345 147,-,-,"jaworski, legnicki,
średzki"
11,Sadlno,R,95,-,"o
-",ząbkowicki
12,Siedlimowice,R,1 791,-,-,świdnicki
13,Ścinawa,P,1 766 983,-,-,lubiński
14,Turów,E,402 729,354 325,10 418,zgorzelecki
1,Brzezie,P,53 909,-,-,włocławski
2,Chełmce,P,44 348,-,-,inowrocławski
3,Kobielice,P,6 688,-,-,radziejowski
4,Lubraniec,P,tylko pzb.,".
-",-,włocławski
5,Nakło,P,245 341,-,-,nakielski
6,Radziejów,P,43 042,"i
-",-,radziejowski
7,Szubin,P,tylko pzb.,-,-,"nakielski, Ŝniński"
8,Więcbork,P,509 113,-,-,"nakielski, pilski, sępoleński"
1,Sierskowola,P,tylko pzb.,-,-,rycki
2,Trzydnik,R,180,-,-,kraśnicki
1,Babina - śarki,P,142 161,-,-,Ŝarski
2,Babina-łuska 0 I,R,4 381,-,-,Ŝarski
3,Babina-łuska 0 II,R,1 329,-,-,Ŝarski
4,Babina-łuska 0 III,".
R",5 318,-,-,Ŝarski
5,Babina-łuska 0-0A,Z,4 214,-,-,Ŝarski
6,"Babina-strefa
fałdowa f-g",R,1 960,-,-,Ŝarski
7,"w
Cybinka",P,237 487,-,-,"krośnieński, słubicki"
8,Gubin,R,1 035 745,-,-,Ŝarski
9,Gubin 1,R,541 750,-,-,"krośnieński, Ŝarski"
10,Gubin-Zasieki-Brody,P,2 018 970,-,-,"krośnieński,
świebodziński, Ŝarski"
11,Lubsko,P,340 668,-,-,Ŝarski
12,"w
Maria",R,72,-,-,nowosolski
13,Mosty,P,175 394,-,-,Ŝarski
15,Rzepin,P,249 528,-,-,słubicki
16,Sądów,P,226 469,-,-,".
krośnieński, słubicki,
sulęciński"
17,Sieniawa 1,E,1 707,1 551,90,świebodziński
18,Sieniawa 2,R,17 634,-,-,"v
sulęciński, świebodziński"
19,"Sieniawa-siodło IX-
XVI",R,24 429,-,-,"sulęciński, świebodziński"
20,Torzym,P,843 879,-,-,"sulęciński, świebodziński"
1,"Bełchatów-
p.Bełchatów",E,242 750,189 946,25 013,"bełchatowski,
radomszczański"
2,"Bełchatów-
p.Kamieńsk",R,132 424,-,-,"piotrkowski,
radomszczański"
3,"Bełchatów-
p.Szczerców",E,855 095,"g
599 144",13 560,"bełchatowski,
pajęczański"
4,Łęki Szlacheckie,P,82 963,-,-,"piotrkowski,
radomszczański"
5,Łowicz,P,tylko pzb.,".
-",-,łowicki
6,Rogóźno,P,419 086,-,-,zgierski
7,Uniejów,P,42 000,"i
-",-,poddębicki
8,Węglewice,P,49 983,-,-,"ostrzeszowski,
wieruszowski"
9,Złoczew,P,"g
485 622",-,-,"sieradzki, wieluński"
1,Głowaczów,P,76 287,-,-,kozienicki
2,Gostynin,P,tylko pzb.,-,-,gostyniński
3,Owadów,P,"p
3 038",-,-,radomski
4,Wola Owadowska,R,13 314,-,-,radomski
1,Łączki,".
R",1 820,-,-,nyski
2,Polska Nowa Wieś,R,747,-,-,opolski
1,"w
Adamów",E,35 797,27 678,2 013,turecki
2,"Adamów-
socz.Małgorzata",R,5 796,-,-,turecki
3,Adamów-socz.Rogi,P,885,-,-,turecki
4,Czempin,P,1 034 578,-,-,kościański
5,Dęby Szlacheckie,P,48 474,-,-,kolski
6,"w
Dobrów",P,17 815,-,-,kolski
7,Drzewce,E,23 297,22 724,2 183,"kolski, koniński"
8,Gostyń,P,1 988 830,-,-,gostyński
10,Kopalnia Wanda,R,47,-,-,międzychodzki
11,Koźmin,E,16 602,12 845,1 462,".
kolski, turecki"
12,Krzywin,P,666 507,-,-,kościański
13,Lubstów,T,1 859,760,-,koniński
14,"Mąkoszyn-
Grochowiska",R,50 857,-,-,"v
kolski, koniński,
radziejowski, włocławski"
15,Morzyczyn,R,26 113,-,-,koniński
16,Mosina,P,1 495 412,-,"o
-","kościański, poznański,
śremski"
17,Naramowice,P,296 324,-,-,"m.Poznań, poznański"
18,Ochle,P,1 229,-,-,kolski
19,Oczkowice,P,143 047,-,-,"gostyński, rawicki"
20,Ościsłowo,R,41 317,"g
-",-,koniński
21,Pątnów I,Z,tylko pzb.,-,-,koniński
22,Pątnów III,E,3 709,-,624,koniński
23,"Pątnów III-
socz.Danków",R,1 587,".
-",-,"koniński, słupecki"
24,Pątnów IV,E,30 022,36 158,6 181,koniński
25,Piaski,R,108 414,"i
-",-,"koniński, słupecki"
26,Rumin,R,58,-,-,koniński
27,Szamotuły,P,"g
746 326",-,-,"obornicki, poznański,
szamotulski"
28,Tomisławice,E,53 382,41 707,259,"koniński, radziejowski"
29,Trzcianka,R,300 077,-,-,"czarnkowsko-trzcianecki,
wałecki"
30,Władysławów,E,1 476,191,1 085,turecki
31,Władysławów II,R,"p
11 814",-,-,turecki
