Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
3,Gniewczyna Tryniecka-I,R,650,-,-,przeworski
4,Gorzyce dz.308,R,54,-,".
-",przeworski
5,Krzemienica,R,12,-,-,mielecki
6,Łazów-Galicja,E,1,-,17,niŜański
7,Mały Ubieszyn,R,49,-,"v
-",przeworski
8,Męciszów I,R,457,414,-,dębicki
9,Munina-Nadsan,E,258,211,41,jarosławski
10,Myscowa,R,166,-,-,jasielski
11,Orzechowce,R,898,-,-,przemyski
12,Pustków-1634/11,R,292,-,"o
-",dębicki
13,Pydych - Babicha,R,25,-,-,mielecki
14,Sieniawa I,R,24,-,-,przeworski
15,WyŜne-2,E,4,-,0,strzyŜowski
16,śołynia-Piasek 3,E,835,397,56,łańcucki
1,Łebieniec II,E,144,-,-,lęborski
2,Strzebielino II,E,".
19",-,-,wejherowski
1,"Suchowola-Kamienna
Góra 1",E,"i
1 324",1 324,40,kielecki
2,Szymanówka,Z,657,-,-,opatowski
3,Zawichost-Podgórze,R,"g
120",-,-,sandomierski
1,Pawłowo,Z,38,-,-,olsztyński
1,Danowo,E,511,511,70,goleniowski
2,Karwowo,Z,-,-,5,policki
