Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
1,Bobrowo A,R,969,-,-,brodnicki
2,"w
Bobrowo B",R,353,-,-,brodnicki
3,Iłowo II,Z,-,-,-,sępoleński
4,Jerzmanowo I,R,45,-,-,włocławski
5,Kaniewo,Z,186,-,-,włocławski
6,Kaniewo II,Z,367,-,-,włocławski
7,Piastoszyn I,T,224,224,-,tucholski
8,"w
Rudaw",R,747,-,-,golubsko-dobrzyński
9,Trepki,R,1 314,-,-,brodnicki
10,Węgorzyn,R,197,-,-,wąbrzeski
1,Grabanów,R,2 388,-,-,bialski
2,Hrud,P,4 143,-,-,bialski
3,Ludwinek,T,8,8,-,"v
łęczyński"
4,Mogielnica I,R,27,-,-,chełmski
5,Ossówka,R,10 204,-,-,bialski
1,Brzeźno,R,1 065,-,"o
-",gorzowski
2,Gądków Wielki,P,707,-,-,sulęciński
3,Łomy,P,375,-,-,krośnieński
4,Maczków,R,641,-,-,słubicki
5,Mostki,R,188,-,-,świebodziński
6,Pomorsko,Z,1 834,"g
-",-,zielonogórski
7,Pomorsko II,R,263,-,-,zielonogórski
8,Rańsko,P,928,-,-,międzyrzecki
9,Santoczno,P,619,".
-",-,gorzowski
10,Sława,Z,540,-,-,wschowski
11,Szumiąca,Z,"i
2 511",-,-,międzyrzecki
12,Tarnawa,P,603,-,-,sulęciński
13,Wołogoszcz,Z,85,-,-,strzelecko-drezdenecki
14,Zabór,Z,372,-,-,zielonogórski
1,Bachorza*,T,63,-,-,łosicki
2,Bachorza II*,Z,18,-,-,łosicki
3,Bachorza III*,"p
Z",40,-,-,łosicki
4,Bachorza IV*,Z,-,-,-,łosicki
5,Bachorza VI*,E,29,29,2,łosicki
6,Kobierniki,R,57,-,-,płocki
7,"Kolonia Wólka
Nosowska I*",".
Z",4,-,-,łosicki
8,"Kolonia Wólka
Nosowska II*",M,-,-,-,łosicki
9,"w
Kornica – Nowa*",R,9 841,-,-,łosicki
10,Kornica Nowa - zarej.*,Z,5,-,-,łosicki
11,Kornica Nowa II*,R,226,-,-,łosicki
12,Kornica-Koszelówka*,R,12 732,-,-,łosicki
13,Kornica-Popówka*,Z,9 239,-,-,łosicki
14,Koszelówka I*,E,734,-,35,łosicki
15,"w
Koszelówka II*",R,710,-,-,łosicki
16,Rudka*,Z,6,-,-,łosicki
17,Rudka II*,E,49,-,1,łosicki
19,Zienie*,Z,14,-,-,łosicki
1,BarŜykowo,Z,3,-,-,kolneński
2,BarŜykowo I,Z,9,-,-,"v
kolneński"
3,BarŜykowo II,Z,193,-,-,kolneński
4,BerŜniki,P,933,-,-,sejneński
5,Dubowo,P,3 273,-,-,sejneński
6,Mielnik*,E,3 092,3 092,74,siemiatycki
7,Rajgród,Z,294,-,"o
-",grajewski
8,Zelwa,P,883,-,-,sejneński
1,Bobowo,Z,120,-,-,starogardzki
2,Czarnoszyce,Z,-,"g
-",-,człuchowski
3,DarŜyno,Z,-,-,-,słupski
4,Góra IV,T,73,-,-,wejherowski
5,Grabówko,Z,720,".
-",-,słupski
6,Jeziernik,Z,597,-,-,"człuchowski, szczecinecki"
7,Kalwa*,Z,"i
143",-,-,sztumski
8,Kniewo,Z,262,-,-,wejherowski
9,Kochanka,Z,2 029,-,-,starogardzki
10,Konarzyny,Z,1 021,-,-,kościerski
11,Konarzyny II,Z,"g
143",-,-,kościerski
12,Łubiana I,R,46,-,-,kościerski
13,Nowa Cerkiew III,Z,12,-,-,tczewski
14,Orle-Wejherowo,Z,16 030,-,-,wejherowski
15,Orle-Wejherowo II,"p
Z",17,-,-,wejherowski
16,Osieczna,P,3 064,-,-,starogardzki
17,Pawłówko,R,1 225,-,-,człuchowski
18,Pawłówko II,Z,76,-,-,człuchowski
19,Perlino,".
Z",19,-,-,wejherowski
