Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
19,Buśno,E,1 176,"
953",1,chełmski
20,Bychawa,Z,149,-,-,lubelski
21,Bychawa II,Z,22,-,-,lubelski
22,Chotyłów,Z,"
tylko pzb.",-,-,bialski
23,Chotyłów I,T,101,-,-,bialski
24,Czołna I,R,"
1 152",-,-,puławski
25,Czołna II,R,399,-,-,puławski
26,Dąbrowa,E,11,-,0,kraśnicki
27,Dębówka,R,966,-,-,lubelski
28,Dobropol,Z,"
199",-,-,włodawski
29,Flisy,P,4 480,-,-,janowski
30,"Frampol I,II",E,178,18,0,biłgorajski
31,Garbów,Z,187,-,-,lubelski
32,Garbów I,R,1,-,-,lubelski
33,Górka Kocka,"
P",1 682,-,-,lubartowski
34,Gródek,R,886,-,-,parczewski
35,Halasy,R,1 798,-,-,bialski
36,"
Horoszczyce",Z,60,-,-,hrubieszowski
37,Irynówka,T,18,18,-,tomaszowski
38,Izbica-Osada,Z,1 341,-,-,krasnostawski
39,Janiszów dz.685-91,E,19,-,1,kraśnicki
40,"
Jeleń I",T,42,-,-,lubartowski
41,Karpiówka,E,85,-,1,kraśnicki
42,Klementowice,Z,166,-,-,puławski
43,Kolonia Spławy II,E,65,-,1,kraśnicki
44,Kolonia Spławy II-S,T,15,-,-,kraśnicki
45,Kraśnik III,Z,658,-,-,kraśnicki
46,"
Kraśnik IV",Z,217,-,-,kraśnicki
47,Kraśnik V w Słodkowie,Z,1 977,-,-,kraśnicki
48,Kraśnik-Suchynia E,Z,40,-,-,kraśnicki
50,Krynice,Z,603,-,-,tomaszowski
51,Lipiny Dolne,Z,406,-,-,".
biłgorajski"
52,Lipka,Z,304,-,-,tomaszowski
53,Lisów I,Z,-,-,-,lubartowski
54,Lisów II,E,4,-,"
0",lubartowski
55,Łaziska,Z,66,-,-,opolski
56,Łomazy,Z,10,7,-,bialski
57,Łopatki,Z,217,-,-,puławski
58,Łuków,Z,1 178,-,-,łukowski
59,Łukówek I,Z,9,"
-",-,chełmski
60,Majdan Nowy,P,5 615,-,-,chełmski
61,Majdan Średni,Z,24,-,-,krasnostawski
62,Malinówka,R,219,-,-,chełmski
63,Markowicze,E,4 306,4 257,50,biłgorajski
64,Mejznerzyn k/Michowa,Z,83,"
-",-,lubartowski
65,Młynki,Z,2 931,-,-,puławski
66,Modliborzyce,Z,76,-,-,janowski
67,Niedrzwica Kościelna,R,"
385",-,-,lubelski
68,Niziny,T,83,-,-,kraśnicki
69,Niziny - N,E,"
58",-,1,kraśnicki
70,Niziny - S,Z,321,-,-,kraśnicki
71,Niziny-SE,R,81,-,-,kraśnicki
72,Niziny-W,E,67,-,0,kraśnicki
73,Olszanka,E,"
88",-,0,biłgorajski
74,Olszowiec,P,1 022,-,-,lubartowski
75,Piotrowice Małe,T,111,-,-,puławski
76,Płouszowice,R,1 317,-,-,lubelski
77,Podlesie,R,17,-,-,kraśnicki
78,Podlesie - Głęboka,"
R",22,-,-,kraśnicki
79,Podlesie N,Z,52,-,-,kraśnicki
80,Podlesie-S,Z,6,-,-,kraśnicki
81,"
Polichna",P,6 423,-,-,kraśnicki
82,Polichna I,R,52,-,-,kraśnicki
83,Przytoczno,P,4 561,-,-,lubartowski
84,Putnowice (Kaflarnia),R,4,-,-,chełmski
85,"
Radecznica",Z,235,-,-,zamojski
86,Rudnik I,Z,21,-,-,lubelski
87,Sabaudia - pole C,R,75,-,-,tomaszowski
88,Sabaudia I - pole A,Z,127,-,-,tomaszowski
89,Sabaudia II - pole B,T,29,20,-,tomaszowski
90,Słodków - StróŜa,T,15,-,-,kraśnicki
91,"
Słodków I",M,-,-,-,kraśnicki
92,Słodków Ia,R,4,-,-,kraśnicki
93,Słodków III,Z,53,-,-,kraśnicki
95,Słodków IV,E,31,-,4,kraśnicki
96,Sól,P,4 235,-,-,".
biłgorajski"
97,Spławy I,Z,79,-,-,kraśnicki
98,Stawki,T,32,-,-,janowski
99,"Stawki dz.117,118,210",Z,108,-,"
-",janowski
100,Stawki IV,T,20,-,-,janowski
101,Stojeszyn,T,61,-,-,janowski
102,Stryjów,Z,39,-,-,krasnostawski
103,Suchynia,E,64,-,0,kraśnicki
104,Suchynia II,E,34,"
-",2,kraśnicki
105,Szastarka,R,182,-,-,kraśnicki
106,Tarnogród,Z,56,-,-,biłgorajski
107,Tarnogród I,R,11 526,-,-,biłgorajski
108,Tyszowce,Z,168,-,-,tomaszowski
109,Tyszowce-1,E,46,"
-",1,tomaszowski
110,Wierzbica,Z,11,-,-,kraśnicki
111,Wierzchowina,Z,3 256,-,-,krasnostawski
112,Wilkołaz Dolny,E,"
29",29,0,kraśnicki
113,Wilków,Z,160,-,-,opolski
114,Wincentów I,Z,"
-",-,-,lubartowski
115,Wincentów II,R,56,-,-,lubartowski
116,Wincentów /pole S i N/,R,35,-,-,lubartowski
117,Wincentów-Krzaki,Z,4,-,-,lubartowski
118,Wola śółkiewska,Z,"
672",-,-,krasnostawski
119,"Wolica II dz.42,43,44",Z,75,-,-,janowski
120,WoŜuczyn,Z,2 250,-,-,tomaszowski
121,WoŜuczyn 1,Z,113,-,-,tomaszowski
122,WyŜnica,Z,152,-,-,kraśnicki
123,Zakątek,"
R",43,-,-,m.Lublin
124,Zamościanka,Z,173,-,-,zamojski
125,Zanie-KsięŜpol,E,63,-,1,biłgorajski
126,"
Zawada",R,3 403,-,-,zamojski
127,elków,R,5 530,-,-,lubartowski
1,"
Bobrzany(dla ceg.Małomice)",Z,1 614,-,-,Ŝagański
2,Borowe,R,1 221,873,-,Ŝagański
3,Broniszów,Z,275,-,-,nowosolski
4,Brzozowiec I,Z,154,-,-,gorzowski
5,Budych I,Z,3 414,-,-,Ŝarski
6,Chwaliszowice,Z,119,-,-,Ŝarski
7,"
Drzeniów",Z,381,-,-,Ŝarski
8,Glinka Górna,T,275,275,-,Ŝarski
10,Gozdnica,E,2 812,2 479,28,Ŝagański
11,"Gozdnica Rejon III,I",Z,971,-,-,".
Ŝagański"
12,Gozdnica-Południe,R,47,-,-,Ŝagański
13,Jasień II,E,2 035,916,6,Ŝarski
14,Klępina,P,6 486,-,"
-",zielonogórski
15,Klinkier,R,27,-,-,Ŝagański
16,KoŜuchów I,Z,29,-,-,nowosolski
17,Kunice I,Z,454,-,-,Ŝarski
18,Kunice IIA,Z,171,-,-,Ŝarski
19,Lubsko-Dachówczarnia I,Z,1 597,"
-",-,Ŝarski
20,Lubsko-Dachówczarnia II,Z,1 066,-,-,Ŝarski
21,Lubsko-Kaflarnia,R,430,-,-,Ŝarski
22,Lubsko-Szamotownia,Z,1 894,-,-,Ŝarski
23,Łukowice I,Z,234,-,-,Ŝagański
24,Łukowice III,Z,486,"
-",-,Ŝarski
25,Mirostowice,Z,538,-,-,Ŝarski
26,Mirostowice Dolne,R,1 107,-,-,Ŝarski
27,Mirostowice Dolne-S,T,"
3 014",1 132,-,Ŝarski
28,Murzynowo,Z,1 928,-,-,międzyrzecki
29,Muszkowo II,Z,"
4 034",-,-,sulęciński
30,Nietków,Z,103,-,-,zielonogórski
31,Nowe Miasteczko,R,2 384,-,-,nowosolski
32,Pruszków,Z,69,-,-,Ŝagański
33,Radowice,Z,"
291",-,-,zielonogórski
34,Siedlisko,R,1 393,-,-,nowosolski
35,"Skwierzyna Gaj I, Gaj II",Z,24,-,-,międzyrzecki
36,Skwierzyna Gaj III,R,503,-,-,międzyrzecki
37,Sulechów,Z,321,-,-,zielonogórski
38,Tuplice,"
Z",382,-,-,Ŝarski
39,Witnica,Z,192,-,-,gorzowski
40,agań,Z,986,-,-,Ŝagański
1,Adamów,R,1 714,-,-,zgierski
2,Baby,Z,52,-,-,piotrkowski
3,"
Brzeziny",Z,465,-,-,brzeziński
4,Brzeziny II,Z,89,-,-,brzeziński
5,Bujny Szlacheckie,E,84,-,3,bełchatowski
6,Byczki,Z,-,-,-,skierniewicki
7,Chełsty,E,8 795,7 579,24,opoczyński
8,Chociw,Z,21,-,-,tomaszowski
9,"
Chociw III",Z,21,-,-,tomaszowski
10,Chotów,Z,562,-,-,wieluński
11,Chotów (złoŜe II),R,316,-,-,wieluński
13,Dąbrowa I,Z,-,-,-,tomaszowski
14,Dąbrowa II,E,52,52,0,".
tomaszowski"
15,Dąbrówka,Z,73,47,-,zgierski
16,Dąbrówka Strumiany III,E,282,-,1,zgierski
17,Dębowa Góra,Z,13,-,"
-",skierniewicki
18,Dionizów,R,724,-,-,zduńskowolski
19,DruŜbice - 1,R,47,-,-,bełchatowski
20,Duchowizna,Z,82,-,-,rawski
21,Gaszyn,Z,546,-,-,wieluński
22,Glinice,Z,104,"
-",-,kutnowski
23,Goryń II,R,100,-,-,łaski
24,Gospodarz,Z,1 788,-,-,łódzki wschodni
25,Grabów,Z,-,-,-,łęczycki
26,Izabelin nr 7,Z,130,-,-,kutnowski
27,Jarosty Małe,Z,15,"
-",-,piotrkowski
28,Kalenice,Z,22,-,-,łowicki
29,Kalinów,Z,44,44,-,zgierski
30,Kalinów I,E,"
16",-,3,zgierski
31,Kaszewy,Z,2 027,-,-,kutnowski
32,Kiełmina,M,"
-",-,-,zgierski
33,Kiełmina IV,R,289,-,-,zgierski
34,Klewków I,Z,1,-,-,łowicki
35,Klewków II,R,1 377,-,-,łowicki
36,Kociszew II,Z,"
8",-,-,bełchatowski
37,Kociszew III,M,-,-,-,bełchatowski
38,Kolonia Kociszew II,Z,16,-,-,bełchatowski
39,Kolonia Kociszew III,Z,4,-,-,bełchatowski
40,Kolonia Kociszew IV,Z,5,-,-,bełchatowski
41,Kolonia Kociszew V,"
Z",-,-,-,bełchatowski
42,Kolonia Kociszew VI,Z,38,-,-,bełchatowski
43,Kolonia Kociszew VII,Z,70,-,-,bełchatowski
44,"
Kolonia Łobudzice",Z,55,-,-,bełchatowski
45,Kolonia Zawada,Z,62,-,-,tomaszowski
46,Kręta-Niedźwiada,R,283,-,-,łowicki
47,Krobanów,R,510,-,-,zduńskowolski
48,"
Krobanówek II",Z,2 268,-,-,zduńskowolski
49,Kruszów,Z,75,-,-,łódzki wschodni
50,Kruszyna,Z,130,-,-,radomszczański
51,Kruszyna-Zalesie,R,14,-,-,radomszczański
52,Krzyworzeka,Z,1 241,641,-,wieluński
53,Lipie,Z,20,-,-,tomaszowski
54,"
Lipie II",Z,35,-,-,tomaszowski
55,Lipie IV,Z,16,-,-,tomaszowski
56,Lipie V,Z,-,-,-,tomaszowski
58,Lipie VII,Z,17,-,-,tomaszowski
59,Lipie VIII,Z,36,-,-,".
tomaszowski"
60,Łaznowska Wola,Z,133,-,-,tomaszowski
61,Maluszyn,R,43,-,-,radomszczański
62,Maluszyn-Kąty,Z,14,-,"
-",radomszczański
63,Małszyce,Z,-,-,-,łowicki
64,Michałów I,Z,-,-,-,piotrkowski
65,Michałów V,E,29,-,9,piotrkowski
66,Mniszków,E,14,14,1,opoczyński
67,Mokrsko,E,1 339,"
991",6,wieluński
68,Natolin,Z,-,-,-,łódzki wschodni
69,Natolin I,Z,45,-,-,łódzki wschodni
70,Nieborów,R,3,-,-,łowicki
71,Ostrów,Z,280,-,-,piotrkowski
72,Ostrówek,R,144,"
-",-,zduńskowolski
73,Piaskowice,R,22,-,-,zgierski
74,Piotrków Trybunalski,Z,-,-,-,m.Piotrków Tryb.
75,Piotrków Trybunalski I,Z,"
261",-,-,m.Piotrków Tryb.
76,Polichno,Z,490,-,-,piotrkowski
77,Polichno II,Z,"
580",-,-,piotrkowski
78,Popów I,Z,-,-,-,łowicki
79,Popów II,Z,6,-,-,łowicki
80,Popów III,Z,6,-,-,łowicki
81,Popów IV,Z,"
8",-,-,łowicki
82,Prucheńsko DuŜe,M,-,-,-,opoczyński
83,Radomsko I,Z,tylko pzb.,-,-,radomszczański
84,Rossoszyca,R,24,-,-,sieradzki
85,Rowiska,R,8,-,-,skierniewicki
86,RozdŜały,"
Z",2 868,-,-,sieradzki
87,Ruda (Goryń),Z,5 388,-,-,łaski
88,Sędów,Z,617,-,-,opoczyński
89,"
Skierniewice",Z,80,-,-,skierniewicki
90,Skronina,R,111,-,-,opoczyński
91,Sowińce,Z,57,-,-,łaski
92,Stryków,Z,82,-,-,zgierski
93,"
Tadziów",Z,16,-,-,wieruszowski
94,Unewel-Wschód,P,427,-,-,opoczyński
95,Uniejów,Z,158,-,-,poddębicki
96,Uniejów I,R,510,-,-,poddębicki
97,Wąwał,Z,554,-,-,tomaszowski
98,Wąwał I,Z,12,-,-,tomaszowski
99,"
Wiaderno",Z,29,-,-,tomaszowski
100,Wielenin,Z,1 245,-,-,poddębicki
101,Wiewiórów,Z,34,-,-,radomszczański
103,Wymysłów,Z,1,-,-,pabianicki
104,Zelów,Z,1 351,-,-,".
bełchatowski"
105,Zelówek,Z,11,-,-,bełchatowski
106,Zelówek 1,R,63,-,-,bełchatowski
107,Zelówek IV,E,59,-,"
1",bełchatowski
108,Zelów-Jersak,Z,tylko pzb.,-,-,bełchatowski
109,Złote,P,2 480,-,-,sieradzki
110,Złote Góry,R,1 074,-,-,wieluński
111,Złote Góry II,E,237,193,4,wieluński
1,Bachowice,Z,140,-,-,wadowicki
2,Biała NiŜna,R,161,-,-,nowosądecki
3,Biecz 1,E,894,894,0,gorlicki
4,Biegonice-Dąbrówka,Z,5 268,"
-",-,m.Nowy Sącz
5,Biegonice-Mystków,Z,361,-,-,m.Nowy Sącz
6,Biegonice-Stanisław,E,357,357,5,m.Nowy Sącz
7,Bielowice,E,"
2 228",1 912,25,m.Nowy Sącz
8,Bochnia II,P,624,-,-,bocheński
9,Bolęcin I,Z,"
812",-,-,chrzanowski
10,Bonarka-Łagiewniki,T,2 046,571,-,m.Kraków
11,Brzezie,P,2 833,-,-,wielicki
12,Brzezinka Biegonicka,E,1 930,68,0,m.Nowy Sącz
13,Bukowno Stare,R,"
185",-,-,olkuski
14,Chochorowice,R,16,-,-,nowosądecki
15,Chocznia,R,2 447,-,-,wadowicki
16,Chodenice,R,3 783,-,-,bocheński
17,Gaboń,Z,60,-,-,nowosądecki
18,Gaboń-Grabie,"
E",19,-,6,nowosądecki
19,Gierczyce,Z,266,-,-,bocheński
20,Gorlice 3,Z,667,-,-,gorlicki
21,"
Gorlice 4",Z,363,189,-,gorlicki
22,Górka (Trzebinia-Siersza),Z,538,-,-,chrzanowski
23,Grabno,Z,298,-,-,tarnowski
24,Hebdów,E,511,396,2,proszowicki
25,"
Jabłonka",P,2 974,-,-,nowotarski
26,Jankowa,E,81,70,1,gorlicki
27,Jasień-obsz.I Ostra Góra,R,1 015,-,-,brzeski
28,Jasień-obsz.II Brzezowiec,Z,656,-,-,brzeski
29,Jazowsko,R,89,-,-,nowosądecki
30,Kęty,T,468,190,-,oświęcimski
31,"
Kierlikówka-Łąkta Dolna II",R,19,-,-,bocheński
32,Konstancja-Mieszczanka,Z,2 521,695,-,m.Tarnów
33,Krościenko,Z,92,-,-,nowotarski
35,KrzyŜ,E,716,716,7,tarnowski
36,Kwasowiec,R,262,-,-,".
nowosądecki"
37,Lipnica Murowana,Z,169,-,-,bocheński
38,Lipnica Murowana I,T,284,-,-,bocheński
39,Łąkta Dolna-Kierlikówka,R,18,-,"
-",bocheński
40,Łąkta Górna,R,15,-,-,bocheński
41,Łukowa,P,7 659,-,-,tarnowski
42,Łukowa I,E,175,146,3,tarnowski
43,Mszanka,P,3 982,-,-,gorlicki
44,Myślenice-Polanka,Z,227,"
-",-,myślenicki
45,Niskowa,R,122,-,-,nowosądecki
46,Nowy Sącz - Załubińcze I,E,109,-,0,m.Nowy Sącz
47,Nowy Targ II,Z,1 358,-,-,nowotarski
48,Ołpiny,Z,110,-,-,tarnowski
49,Osiek,Z,237,"
-",-,oświęcimski
50,Proszowice,Z,2 765,-,-,proszowicki
51,Przeciszów,Z,479,-,-,oświęcimski
52,Przymiarki,R,"
5 118",-,-,olkuski
53,Radłów - Pole Północne,Z,79,-,-,tarnowski
54,Ratajów,R,"
38",-,-,krakowski
55,Rzezawa,P,10 165,-,-,bocheński
56,Siedliska,Z,85,-,-,tarnowski
57,Sieradza,Z,3 356,1 966,-,tarnowski
58,Soślina,P,"
2 140",-,-,nowotarski
59,Stradomka II,P,3 987,-,-,bocheński
60,StróŜe,Z,30,-,-,nowosądecki
61,Szczucin,Z,90,-,-,dąbrowski
62,Szczyrzyc,E,97,20,0,limanowski
63,Szpitary,"
Z",784,-,-,proszowicki
64,Świdnik I,R,25,-,-,limanowski
65,Tuchów,Z,40,-,-,tarnowski
66,"
Turza",R,7,-,-,tarnowski
67,Wadowice-Łazówka,Z,335,-,-,wadowicki
68,Wawrzeńczyce,Z,188,-,-,krakowski
69,Widomia I,Z,237,-,-,nowosądecki
70,"
Włosienice",P,3 353,-,-,dąbrowski
71,Wojnarowa I,E,309,309,6,nowosądecki
72,Wola Rzędzińska,E,29 325,5 986,226,tarnowski
73,Zaborówka,P,1 730,-,-,gorlicki
74,Zawada,Z,316,-,-,m.Nowy Sącz
75,Zesławice,T,7 525,1 713,-,m.Kraków
1,Adamów,R,119,-,-,grodziski
3,Anielinek II,Z,240,-,-,otwocki
4,Anielinek III,R,177,-,-,".
otwocki"
5,Arcelin,Z,123,-,-,płoński
6,Arcelin II,E,72,-,4,płoński
7,Babiec Piaseczny,Z,-,-,"
-",sierpecki
8,Babiec Piaseczny II,E,6,-,3,sierpecki
9,Babiec Wienczanki,Z,-,-,-,sierpecki
10,Budy Mszczonowskie II,Z,794,718,-,Ŝyrardowski
11,Budy Mszczonowskie III,Z,66,-,-,Ŝyrardowski
12,Budy Mszczonowskie II(P),Z,13,"
-",-,Ŝyrardowski
13,Budy Obrębskie,R,3 037,-,-,pułtuski
14,Budy Stare,R,1 236,-,-,sochaczewski
15,Cekanowo,Z,tylko pzb.,-,-,płocki
16,Chajęty,Z,63,-,-,wołomiński
17,Chajęty 3,R,276,"
-",-,wołomiński
18,Chajęty 3/1,R,106,-,-,wołomiński
19,Chajęty II,E,328,326,1,wołomiński
20,Cieciórki I,Z,"
171",-,-,płoński
21,Cieciórki III,Z,132,-,-,płoński
22,Ciemne I,T,"
27",-,-,wołomiński
23,Ciemne IV,R,217,-,-,wołomiński
24,Ciemne VI,E,76,-,2,wołomiński
25,Ciemne VIII,R,42,-,-,wołomiński
26,Ćwiklin,Z,"
161",-,-,płoński
27,Ćwiklin III,Z,39,-,-,płoński
28,Ćwiklin IV,Z,34,-,-,płoński
29,Ćwiklin IX,Z,104,93,-,płoński
30,Ćwiklin VI,P,725,-,-,płoński
31,Ćwiklin VII,"
E",309,260,9,płoński
32,Ćwiklin VIII,Z,28,-,-,płoński
33,Dobre,P,2 650,-,-,miński
34,"
Domaniew",P,9 449,-,-,pruszkowski
35,Drwały,E,3,3,1,pułtuski
36,Górki Garwolińskie,Z,35,-,-,garwoliński
37,Góry I,R,334,-,-,m.Płock
38,"
Góry II",Z,-,-,-,m.Płock
39,Grzebowilk,R,142,-,-,miński
40,Grzebowilk (zar.),Z,135,-,-,miński
41,Guzowatka,R,6 541,-,-,wołomiński
42,Guzowatka 4,E,194,194,2,wołomiński
43,Guzowatka III,T,88,-,-,wołomiński
44,"
Guzowatka III/1",E,54,54,6,wołomiński
45,Henryków,Z,503,-,-,grodziski
46,Iłów,R,3 703,-,-,sochaczewski
48,Kobyłka Dworkowa I,Z,13,-,-,wołomiński
49,Kobyłka Kolonia Chór 5,E,37,-,5,".
wołomiński"
50,"Kobyłka Kolonia Chór-
dz.46",R,8,-,-,wołomiński
51,Kobyłka Osiedle Chór,Z,-,-,"
-",wołomiński
52,Kobyłka-Chór I,Z,95,-,-,wołomiński
53,Kobyłka-Dworkowa,Z,24,-,-,wołomiński
54,Kobyłka-dz.59,Z,0,-,-,wołomiński
55,Kobyłka-dz.850,Z,7,-,-,wołomiński
56,Kobyłka-Maciołki,Z,14,"
-",-,wołomiński
57,Kobyłka-Maciołki DM,T,386,322,-,wołomiński
58,Kobyłka-Maciołki II,Z,9,-,-,wołomiński
59,Kobyłka-Zalasek,Z,188,-,-,wołomiński
60,Konstantynów,Z,493,493,-,gostyniński
61,Kosewo,Z,33,"
-",-,nowodworski
62,Kosewo,Z,466,-,-,nowodworski
63,Kosewo 1,T,36,36,-,nowodworski
64,Kosewo 2,T,"
88",88,-,nowodworski
65,Kosewo-Konary,R,2 564,-,-,nowodworski
66,Koziołki,Z,"
268",-,-,płocki
67,Kraszewo,Z,146,-,-,ciechanowski
68,Kuznocin,Z,627,-,-,sochaczewski
69,Kuznocin (zarej.),Z,125,-,-,sochaczewski
70,Łęg,R,"
1 315",-,-,sochaczewski
71,Łosie,T,147,143,-,wołomiński
72,Łosie I,E,75,75,16,wołomiński
73,Łubna,Z,2 000,-,-,piaseczyński
74,Makówiec DuŜy I,R,59,-,-,miński
75,Małopole I,"
Z",84,-,-,wołomiński
76,Małopole II k,E,304,304,2,wołomiński
77,Małopole III,T,49,-,-,wołomiński
78,"
Mariampol",P,5 731,-,-,kozienicki
79,Marki - Lisa Kuli 69,Z,6,-,-,wołomiński
80,Marki ul.Szkolna 74,Z,52,52,-,wołomiński
81,Marki Wesoła 57,Z,0,0,-,wołomiński
82,"
Marki-Fabryczna 82",Z,23,-,-,wołomiński
83,Marki-Fabryczna-Szkolna,T,100,-,-,wołomiński
84,Marki-Pole Południowe,R,17,-,-,wołomiński
85,Marki-Rutkowski,Z,6,-,-,wołomiński
86,Marki-ul.Wesoła,Z,11,-,-,wołomiński
87,Marki-Wesoła 13,Z,0,-,-,wołomiński
88,"
Marki-Wilcza",Z,5,-,-,wołomiński
89,Miętne,Z,13,-,-,garwoliński
90,Miętne II,Z,797,-,-,garwoliński
92,Mochty,Z,188,-,-,nowodworski
93,Mochty I,R,21,-,-,".
nowodworski"
94,Mogielnica,Z,150,-,-,grójecki
95,Mokre,Z,25,-,-,wołomiński
96,Mokre - dz. nr 373/2,R,41,-,"
-",wołomiński
97,Mokre II,E,2,2,5,wołomiński
98,Mokre IV,E,164,164,3,wołomiński
99,"Mokre- Truszkowski, Kryski",E,109,109,5,wołomiński
