Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
1,B 3,E,1 761.55,1 761.55,155.87,Bałtyk (off shore)
2,B 8,E,3 491.36,3 491.36,30.96,Bałtyk (off shore)
1,Biecz,E,tylko pzb.,-,0.32,gorlicki
3,Brzegi Dolne,E,1.12,0.58,0.07,bieszczadzki
4,Czarna,E,2.38,1.56,0.22,".
bieszczadzki"
5,Dominik.-Kob.-Kryg,E,3.39,3.39,0.61,gorlicki
6,Dwernik,E,tylko pzb.,-,0.28,bieszczadzki
7,Fellnerówka-Hanka,E,17.93,-,"
0.34",gorlicki
8,Folusz-Pielgrzymka,E,tylko pzb.,-,0.88,jasielski
9,Gorlice,E,30.01,0.58,0.07,gorlicki
10,Grabownica,E,11.66,11.66,2.70,brzozowski
11,Harklowa,E,6.86,3.75,0.73,jasielski
12,Iwonicz-Zdrój,E,0.54,"
0.54",0.47,krośnieński
13,Jaszczew,E,40.12,4.80,0.87,"jasielski,
krośnieński"
14,Krościenko,E,19.23,3.86,0.74,"krośnieński,
m.Krosno"
15,Kryg-Libusza-Lipinki,E,20.19,"
8.03",1.63,gorlicki
16,Łodyna,E,3.19,3.19,1.30,"bieszczadzki,
leski"
17,Magdalena,E,"
tylko pzb.",-,0.12,gorlicki
18,Mrukowa,E,tylko pzb.,-,0.02,jasielski
19,Osobnica,E,38.56,9.70,2.82,jasielski
20,Potok,E,"
31.34",4.00,0.82,krośnieński
21,Rej. Grabownica Wieś,E,10.95,6.19,0.04,brzozowski
22,Roztoki,E,17.66,4.47,0.95,jasielski
23,Słopnice,T,"
1.63",-,-,limanowski
24,Turaszówka,E,3.69,2.88,0.55,m.Krosno
25,Turze Pole-Zmiennica,E,5.81,5.81,0.67,brzozowski
26,Wańkowa,E,101.75,-,3.35,"bieszczadzki,
leski"
27,Węglówka,"
E",70.60,12.83,1.91,krośnieński
28,Wola Jasienicka,E,tylko pzb.,0.61,0.13,"brzozowski,
krośnieński"
29,"
Zatwarnica",E,2.04,1.06,0.13,bieszczadzki
1,Antonin 1,E,5.81,5.81,0.06,"ostrowski,
ostrzeszowski"
2,"
Babimost",P,125.00,-,-,zielonogórski
3,Białogóra-E,Z,tylko pzb.,0.38,-,pucki
4,Błotno,E,12.41,12.38,0.83,goleniowski
5,"BMB (Barnówko - Mostno -
Buszewo)",E,8 506.55,6 043.09,371.92,"gorzowski,
myśliborski"
6,Breslack-Kosarzyn,E,14.34,4.18,1.40,krośnieński
7,"
Buk",E,34.18,30.70,8.37,"nowotomyski,
poznański"
8,Cychry,E,1 314.78,59.21,0.40,myśliborski
10,Dębki,E,16.42,8.60,0.80,pucki
11,Dzieduszyce,E,509.96,291.44,2.66,".
gorzowski"
12,Glinnik,E,tylko pzb.,0.29,0.40,"lubartowski,
lubelski"
13,Gomunice,Z,39.73,-,-,pajęczański
14,Górzyca,E,223.19,194.75,"
6.95",słubicki
15,Grotów,E,1 825.09,"
1 401.66",0.49,"czarnkowsko-
trzcianecki,
międzychodzki,
strzelecko-
drezdenecki"
16,GryŜyna,R,72.33,-,-,"krośnieński,
świebodziński"
17,Jastrzębsko,R,19.00,-,-,nowotomyski
18,Jeniniec,E,5.35,"
3.23",3.69,gorzowski
19,Kamień Pomorski,E,23.05,22.62,3.27,kamieński
20,Kije,E,9.89,8.72,0.06,zielonogórski
21,Kije NE,Z,-,-,-,zielonogórski
22,Kosarzyn - N,E,"
12.29",11.27,1.20,krośnieński
23,Kosarzyn (E),Z,61.96,-,-,krośnieński
24,Kosarzyn (S),Z,"
35.64",-,-,krośnieński
25,Lubiatów,T,5 397.93,3 319.76,-,"międzychodzki,
strzelecko-
drezdenecki"
26,Lubiszyn,E,"
21.98",20.09,7.81,gorzowski
27,Michorzewo,E,17.88,17.01,5.28,nowotomyski
28,Mozów S,E,2.22,2.47,1.15,zielonogórski
29,Namyślin,R,16.96,-,-,myśliborski
30,Ołobok,"
T",30.56,-,-,świebodziński
31,Radoszyn,E,605.89,18.16,-,świebodziński
32,Rekowo,E,2.18,2.18,0.76,kamieński
33,Retno,E,tylko pzb.,5.21,6.49,krośnieński
34,"
Rybaki",E,1.68,1.72,1.32,krośnieński
35,Sławoborze,E,7.49,7.48,0.65,świdwiński
36,StęŜyca,P,88.52,-,-,"garwoliński,
rycki"
37,"
Wysoka Kamieńska",E,46.26,46.25,5.38,goleniowski
38,Zielin,E,6.75,4.61,4.41,gryfiński
39,arnowiec,E,42.88,2.23,0.11,pucki
40,arnowiec W,E,18.12,4.16,0.09,pucki
1,"
Brzezówka",E,12.11,5.52,2.17,"ropczycko-
sędziszowski"
2,Cetynia,Z,tylko pzb.,-,-,lubaczowski
4,Jastrząbka Stara,E,48.36,8.74,1.65,dębicki
5,Korzeniów,Z,tylko pzb.,-,-,".
dębicki"
6,Lubaczów,P,115.93,-,-,lubaczowski
7,Łąkta,T,4.58,-,-,bocheński
8,Mniszów,P,tylko pzb.,-,"
-",proszowicki
9,Nosówka,E,7.46,7.46,6.43,rzeszowski
10,Pławowice,E,110.56,38.20,4.53,"kazimierski,
proszowicki"
11,Tarnów,P,tylko pzb.,-,-,tarnowski
