Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
24,Rudnik II,R,18.31,13.19,-,kraśnicki
25,Stary Majdan,P,9.29,-,-,włodawski
26,Stoczek,E,2 695.77,2 545.84,94.60,radzyński
27,Wytyczno,Z,278.86,-,-,włodawski
28,Wytyczno I,T,87.35,73.90,"
-",włodawski
29,Wytyczno II,E,50.15,-,-,włodawski
1,Bargów*,T,13.06,-,-,sulęciński
2,Brzeźno,R,84.30,"
-",-,gorzowski
3,Czarnowo,E,1.16,-,3.34,krośnieński
4,Gajec,R,35.39,-,-,słubicki
5,Grabin,T,15.30,"
-",-,krośnieński
6,Gronów,E,44.19,-,5.51,krośnieński
7,Karszyn CA,E,212.86,"
200.65",14.82,zielonogórski
8,Konotop I,M,-,-,-,nowosolski
9,Konotop III,E,57.40,-,5.31,nowosolski
10,Lgiń II,R,126.00,-,-,wschowski
11,Lgiń V,E,"
5.25",-,0.48,wschowski
12,Lgiń VI,R,8.45,-,-,wschowski
13,Lubiechnia Mała,R,23.00,-,-,słubicki
14,Lubięcin,R,64.90,-,-,nowosolski
15,Lubięcin I,R,51.60,-,-,nowosolski
16,Ośno*,P,"
888.20",-,-,słubicki
17,Trzebule,E,39.12,-,3.66,krośnieński
18,ytowań RC,Z,6.15,-,-,krośnieński
1,Danielów,Z,3.83,-,-,radomszczański
2,Danielów I,E,5.05,-,5.23,radomszczański
3,"
Huta Porajska",E,139.36,87.95,4.20,radomszczański
4,Huta Porajska I,M,-,-,-,radomszczański
5,JeŜów,R,4.81,-,-,piotrkowski
6,Napoleonów,Z,21.64,-,-,radomszczański
7,Napoleonów I,Z,5.67,-,-,radomszczański
8,Napoleonów III,Z,-,-,-,radomszczański
9,"
Napoleonów IV",R,10.68,-,-,radomszczański
10,Napoleonów VI,Z,5.11,-,-,radomszczański
11,Piaszczyce,T,95.86,-,-,radomszczański
1,Pogórska Wola*,P,34.00,-,-,tarnowski
2,Puścizna Wielka,E,315.35,166.84,4.62,nowotarski
1,Biernaty Stare,E,425.76,425.76,19.58,łosicki
2,Hadynów,E,26.55,1.07,14.61,łosicki
3,Kanał Bieliński*,P,358.20,-,-,sochaczewski
4,Karaska I,E,1 986.84,1 976.12,"
130.33",ostrołęcki
5,Kobierniki,R,171.16,-,-,płocki
6,Pieróg,R,15.07,-,-,siedlecki
7,Pieróg II,R,13.94,-,-,siedlecki
8,Pieróg III,R,30.18,-,-,siedlecki
9,Wyrzyki IV,E,123.36,"
82.38",19.28,łosicki
10,Wyrzyki-Pólko,Z,4.34,-,-,łosicki
1,Większyce*,P,287.90,-,-,"kędzierzyńsko-
kozielski"
1,Podemszczyzna*,E,371.11,371.11,0.59,lubaczowski
2,Rzemień,E,"
27.32",-,1.50,mielecki
3,Sigiełki,R,35.82,-,-,niŜański
4,Studzieniec,T,-,-,-,stalowowolski
5,Wola Chorzelowska*,R,101.00,-,-,mielecki
1,BerŜniki,P,430.50,-,-,sejneński
2,Dubowo,P,1 055.00,-,-,sejneński
3,Imszar II,"
E",504.79,97.47,7.30,białostocki
4,Imszar III,E,116.42,16.07,0.25,białostocki
5,Kolnica*,R,583.78,-,-,augustowski
6,OŜarki,E,8.74,-,1.73,zambrowski
7,Podsokołda*,R,47.29,-,-,białostocki
8,"
Rabinówka",E,1 534.03,1 311.88,109.59,białostocki
9,Rajgród,Z,281.40,-,-,grajewski
10,Zelwa,P,290.65,-,-,sejneński
1,DarŜyno,Z,-,-,-,słupski
2,"
Góra III",M,-,-,-,wejherowski
3,Góra IV,E,11.84,-,-,wejherowski
4,Jałowiec,E,127.50,127.50,1.10,kwidzyński
6,"Krakulice-Gać-
Kompleks A",E,2 447.62,768.47,50.28,".
słupski"
7,Łubiana I,R,9.00,-,-,kościerski
8,Perlino,T,6.00,6.00,-,wejherowski
9,Postolin-Cygusy,Z,58.00,36.70,"
-",sztumski
10,Roszczyce II,E,62.20,-,10.00,lęborski
11,RóŜyny III,R,16.27,-,-,gdański
12,Trzebielino,Z,85.19,-,-,bytowski
13,Ustka*,R,196.00,-,-,słupski
14,Wieliszewo,T,1 743.10,258.00,"
-",słupski
15,Witanowo,R,197.50,-,-,bytowski
16,Witanowo II,E,418.00,241.80,6.00,bytowski
1,Babice,E,56.56,"
80.06",6.80,raciborski
2,Bronów A*,R,951.00,-,-,bielski
3,Bronów B*,P,115.00,-,-,cieszyński
4,Pawłówka A,Z,26.42,"
-",-,pszczyński
5,Pawłówka B,R,27.28,-,-,pszczyński
6,Rudołtowice*,E,104.25,104.25,0.26,pszczyński
7,Smyków,R,110.57,"
-",-,częstochowski
8,Zabłocie*,E,6.07,5.51,0.46,cieszyński
9,Zabłocie S,E,39.54,-,0.03,cieszyński
1,Mosty III,R,104.85,-,-,kielecki
2,Siwice*,Z,82.76,-,-,buski
1,Biedkowo,Z,204.31,-,-,braniewski
2,Bornity I,R,51.50,-,-,braniewski
3,Budwity,"
E",1 381.51,1 029.67,17.28,ostródzki
4,Florczaki,Z,8.21,-,-,ostródzki
5,Frąknowo,R,27.29,-,-,nidzicki
6,Józefowo,E,3 474.23,2 153.92,53.58,braniewski
7,"
Lutek",Z,-,-,-,olsztyński
8,Lutek II,Z,-,-,-,olsztyński
9,Lutek III,Z,0.44,-,-,olsztyński
10,Lutek V,Z,1.14,-,-,olsztyński
11,Ługwałd,R,113.14,-,-,olsztyński
12,Malinowo III,R,34.70,-,-,nidzicki
13,Nibork Drugi,R,151.63,-,-,nidzicki
14,"
Nibork Drugi 1",R,22.69,-,-,nidzicki
15,Niedrzwica,E,1 013.76,747.98,7.99,gołdapski
17,Niedrzwica III*,E,0.55,-,0.01,gołdapski
18,Rapa,R,3.20,48.99,-,".
gołdapski"
19,Romoty,P,342.10,-,-,ełcki
20,Rucianka,E,345.58,111.00,32.13,elbląski
21,Skandawa-C*,P,629.20,-,"
-",kętrzyński
22,Warkałki,Z,24.10,-,-,ostródzki
23,"Wiłkajcie-
Niedrzwica III",R,945.10,-,-,gołdapski
24,Wojciechy-B*,P,754.40,-,-,bartoszycki
25,Zezuj,Z,tylko pzb.,-,"
-",olsztyński
1,BłaŜejewo-K*,P,120.00,-,-,śremski
2,Borówiec,R,7.81,-,-,poznański
3,Boruja Nowa AO,E,5.19,"
-",-,nowotomyski
4,Brzeźno JŁ,R,20.45,-,-,wągrowiecki
5,Byszki,P,78.80,-,-,pilski
6,Chlebowo,E,8.48,"
-",0.21,obornicki
7,Chorzemin II,E,15.66,15.66,10.45,wolsztyński
8,Długa Goślina,T,10.10,-,-,poznański
9,Długa Goślina I,T,18.97,"
18.91",-,poznański
10,DzierząŜno,R,19.98,19.98,-,złotowski
11,"DzierząŜno 1 (pole
A)",T,"
4.22",4.22,-,złotowski
12,"DzierząŜno 2 (pole
B)",E,21.62,21.62,1.85,złotowski
13,DzierząŜno 3,R,229.57,-,-,złotowski
14,Gorszewice AW,R,31.07,-,-,szamotulski
15,Górsko,R,"
8.79",-,-,wolsztyński
16,Grąblin I,R,29.14,-,-,koniński
17,Gruszczyn JK,R,15.46,-,-,poznański
18,Gruszczyn WWJ,"
R",16.88,-,-,poznański
19,Jastrzębsko II,R,6.81,-,-,nowotomyski
20,Jastrzębsko Stare,E,273.64,273.64,2.45,nowotomyski
21,Kiełpinek II,E,37.97,37.97,4.10,złotowski
22,"
Kiełpinek II/1",E,32.20,32.20,5.40,złotowski
23,Kuźnica Zbąska AO,R,6.89,-,-,grodziski
24,Kuźnica Zbąska JS,E,17.96,-,8.80,grodziski
25,Kuźnica Zbąska KP,Z,20.24,-,-,grodziski
26,"Kuźnica Zbąska
MRD",Z,19.32,-,-,grodziski
27,"
Kuźnica Zbąska
MRD I",R,15.09,-,-,grodziski
28,"Kuźnica Zbąska RG
II",R,21.40,-,-,grodziski
30,"Kuźnica Zbąska SR
II",Z,8.65,-,-,".
grodziski"
31,Kwiejce-Zbiornik D,R,118.30,-,-,"czarnkowsko-
trzcianecki"
32,Lędyczek,Z,81.79,-,-,złotowski
33,Łękno,Z,242.38,-,"
-",wągrowiecki
34,Nienawiszcz FP,T,90.02,90.02,-,obornicki
35,Podgaje,R,51.30,-,-,złotowski
36,Potulice Stare,E,278.00,271.40,18.70,złotowski
37,Rybowo,Z,232.29,-,"
-",wągrowiecki
38,Rybowo-I,E,35.86,35.86,1.63,wągrowiecki
39,Samica-Marcin II,R,80.00,-,-,leszczyński
40,Skic,Z,118.40,-,-,złotowski
41,Skic-Kujan,R,830.70,-,-,"pilski, złotowski"
42,Stawnica,R,50.48,"
-",-,złotowski
43,Stroszki,Z,31.35,-,-,wrzesiński
44,StrzyŜewo Kościelne,Z,69.00,-,-,gnieźnieński
45,Sypniewo I,Z,14.71,"
-",-,złotowski
46,Sypniewo III,Z,9.82,-,-,złotowski
47,Władysławowo,Z,11.74,"
-",-,nowotomyski
48,Wydorowo,E,56.39,-,19.99,kościański
49,Zbąszyń,T,85.36,77.03,-,nowotomyski
1,Bronowo*,E,338.30,338.30,1.08,świdwiński
2,Człopa,R,551.00,-,-,wałecki
3,"Dąbrowa
Nowogardzka-Karsk",R,993.70,-,-,goleniowski
4,Dziwogóra*,R,"
112.60",-,-,świdwiński
5,Gąsierzyno,R,212.00,-,-,goleniowski
6,Golin,Z,37.65,-,-,wałecki
7,Gołańcz*,"
P",282.00,-,-,gryficki
8,Grąbczyn,E,98.16,-,1.20,szczecinecki
9,Hanki-Mirosławiec,T,243.30,195.90,-,wałecki
10,Kamień Pomorski*,E,571.54,571.54,0.84,kamieński
11,"
Kazimierz III",E,182.68,182.68,14.93,szczecinecki
12,Kołatnik,R,137.85,-,-,wałecki
13,Kołobrzeg (p.I)*,E,2 824.46,2 824.46,1.88,kołobrzeski
14,Kołobrzeg (p.II)*,R,1 508.00,-,-,kołobrzeski
15,Kraśnik-Recz,P,1 021.40,-,-,choszczeński
16,Łazice,T,760.36,179.86,-,drawski
17,"
Łysinin",T,124.33,124.33,-,drawski
18,Łysinin-pole B,E,15.57,-,3.63,drawski
19,Malechowo,P,373.14,-,-,sławieński
21,Mirosławiec JS,R,100.91,-,-,wałecki
22,Mirosławiec JS I,E,36.49,-,5.20,".
wałecki"
23,Mosina,E,1 583.38,1 016.61,43.05,szczecinecki
24,Nosibądy,E,184.59,170.98,12.00,szczecinecki
25,Nowy Chwalim,E,2 696.58,2 561.96,"
29.30",szczecinecki
26,Pęczerzyno-Rynowo,T,576.11,170.11,-,"łobeski,
świdwiński"
27,Pilchowo II,R,22.30,-,-,policki
28,Porzecze*,R,70.38,-,-,sławieński
29,"Przybiernówko-
Grądy II",E,14 314.15,4 892.33,"
96.47",gryficki
30,Reptowo,Z,1 666.44,-,-,stargardzki
31,Rusinowo,T,132.83,53.87,-,świdwiński
32,Samlino,E,584.18,584.18,11.70,kamieński
33,Sławoszewo,R,17.20,"
-",-,policki
34,Sławoszewo II,T,8.90,-,-,policki
35,Tanowo,E,9.92,-,11.84,policki
36,Wołowe Lasy,R,146.74,"
-",-,wałecki
