Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
1,Ołobola,P,"
11 679",-,-,bolesławiecki
2,Osiecznica I,Z,1 166,-,-,bolesławiecki
3,Osiecznica II,E,"
17 559",17 559,695,bolesławiecki
4,Osiecznica-Stanisława,R,2 082,-,-,bolesławiecki
5,Parowa,R,17 302,-,-,bolesławiecki
6,Władysława,P,"
14 519",-,-,bolesławiecki
1,Tereszpol,R,1 762,-,-,zamojski
1,Lutynka-Soczewka 1,Z,tylko pzb.,-,-,Ŝagański
2,Lutynka-Soczewka B-I,R,181,-,-,Ŝarski
3,Lutynka-Soczewka L-II,R,41,-,-,Ŝarski
4,"
Stawnik",P,115,-,-,Ŝarski
1,Biała Góra I - Wschód,E,23 074,19 794,94,tomaszowski
2,"
Biała Góra II - Wschód",E,31 513,21 233,442,tomaszowski
3,Biała Góra III - Wesoła,T,14 959,13 000,-,tomaszowski
4,Góry Trzebiatowskie,P,22 297,-,-,opoczyński
5,Piaskownica-Zajączków E,E,27 032,24 026,471,opoczyński
6,Radonia,R,47 609,-,-,opoczyński
7,Unewel-Wschód,R,97 137,52 299,-,opoczyński
8,"
Unewel-Zachód",E,84 915,43 554,228,"opoczyński,
tomaszowski"
9,Wygnanów II,R,47 706,-,-,opoczyński
1,Mostówka,R,8 773,-,-,wyszkowski
2,Wołomin,Z,199,-,-,wołomiński
3,Wyszków-Skuszew,E,1 061,831,"
17",wyszkowski
1,Koziejówka,P,2 474,-,-,lubaczowski
1,Puck,R,1 244,-,-,pucki
1,Piaseczno,Z,788,-,-,sandomierski
2,Świniary II,P,6 084,"
-",-,sandomierski
1,Olszyna,P,1,-,-,ostrzeszowski
2,Ujście Noteckie II,E,"
7 939",7 610,48,pilski
1,Sulechowo,R,6 427,-,-,sławieński
