Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
1,Bolko II,Z,404,"
-",-,bolesławiecki
2,Janina,Z,150,-,-,bolesławiecki
3,Janina I,E,"
2 338",773,160,bolesławiecki
4,Janina-Zachód,R,567,-,-,bolesławiecki
5,Nowe Jaroszowice,P,41 187,-,-,bolesławiecki
6,Ocice,P,14 702,-,-,bolesławiecki
1,"Anna-Włodzice Małe
(kop.)",Z,7 528,-,-,lwówecki
2,Barbara-Sadlno (kop.),Z,320,"
-",-,ząbkowicki
3,Gierałtów,Z,88,-,-,bolesławiecki
4,Kaławsk-Południe,M,-,-,-,zgorzelecki
5,Kleszczowa,Z,89,-,-,bolesławiecki
6,Kraniec,T,1 061,"
-",-,wołowski
7,Nowogrodziec II,Z,26,-,-,bolesławiecki
8,Ocice II,P,4 015,-,-,bolesławiecki
9,Weronika II,Z,418,-,-,bolesławiecki
10,Zebrzydowa,Z,"
117",-,-,bolesławiecki
11,Zebrzydowa Zachód,E,4 403,4 264,143,zgorzelecki
12,Zofia (Czerwona Woda),R,"
tylko pzb.",-,-,zgorzelecki
1,Paszkowice,E,"
4 180",3 921,24,opoczyński
1,Zawada,R,2 062,-,-,przysuski
1,Patoka II,R,1 304,-,-,lubliniecki
1,"
Adamów",P,4 749,-,-,starachowicki
2,Baranów,E,1 231,1 135,18,skarŜyski
3,Majków,P,17 182,-,-,starachowicki
4,Parszów-Szkleniec,R,3 935,-,-,starachowicki
5,"
Wierzbka",R,7 180,-,-,skarŜyski
6,Wierzbka 1,R,919,-,-,skarŜyski
7,Włochów,P,16 535,-,-,konecki
