Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
1,"
B 3",E,922.40,922.40,16.88,Bałtyk (off shore)
2,B 4,P,2 686.60,1 972.40,-,Bałtyk (off shore)
3,B 6,P,1 792.85,1 792.85,-,Bałtyk (off shore)
1,Bednarka,E,tylko pzb.,-,0.59,gorlicki
2,Biecz,T,tylko pzb.,-,-,gorlicki
3,Bóbrka-Rogi,T,tylko pzb.,-,"
-",krośnieński
4,Czarna,E,1.79,0.82,0.10,bieszczadzki
5,Dąbrówka Tuchowska,E,11.01,12.89,4.81,tarnowski
6,Dominik.-Kob.-Kryg,Z,-,-,-,gorlicki
7,Dwernik,E,tylko pzb.,-,0.02,bieszczadzki
8,Folusz-Pielgrzymka,E,tylko pzb.,-,"
0.08",jasielski
9,Gorlice,E,31.19,-,0.02,gorlicki
10,Gorlice-Glinik,E,9.71,3.09,0.72,gorlicki
11,Grabownica,E,4.29,-,0.45,brzozowski
12,Harklowa,E,0.35,0.07,0.04,jasielski
13,Iskrzynia,Z,tylko pzb.,"
-",-,krośnieński
14,Iwonicz-Zdrój,E,0.73,-,0.38,krośnieński
15,Jaszczew,E,185.26,"
33.72",4.79,"jasielski,
krośnieński"
16,Jurowce-Srogów,E,6.05,5.42,4.14,sanocki
17,Kowale,E,96.60,40.50,1.70,bielski
18,Krościenko,E,"
1.08",0.33,0.02,"krośnieński,
m.Krosno"
19,Lachowice-Stryszawa,R,240.00,-,-,suski
20,Łodyna,E,"
1.07",-,0.41,"bieszczadzki, leski"
21,Osobnica,E,45.39,9.75,0.66,jasielski
22,Potok,T,7.72,-,-,krośnieński
23,Rej. Grabownica Wieś,E,84.29,71.52,0.05,brzozowski
24,Roztoki,E,138.25,53.10,9.08,jasielski
25,Sanok-Zabłotce,"
E",167.21,11.60,4.48,sanocki
26,Słopnice,E,83.68,3.44,0.21,limanowski
27,Strachocina,"
G",121.50,121.50,-,"brzozowski,
sanocki"
28,Strzeszyn,T,2.70,2.33,-,gorlicki
29,Szalowa,E,74.41,63.29,0.76,gorlicki
30,Turze Pole-Zmiennica,E,0.25,0.25,0.04,brzozowski
31,"
Wańkowa",E,6.00,-,0.14,"bieszczadzki, leski"
32,Wetlina,P,tylko pzb.,-,-,leski
33,Węglówka,Z,-,-,-,krośnieński
34,Wola Jasienicka,E,tylko pzb.,0.78,0.10,"brzozowski,
krośnieński"
35,Zatwarnica,E,0.28,-,0.02,bieszczadzki
1,Aleksandrówka,E,210.57,128.68,10.21,górowski
3,Babimost,P,910.00,-,-,zielonogórski
4,Białogard,E,40.87,39.55,24.24,".
białogardzki,
świdwiński"
5,Białogóra-E,Z,tylko pzb.,1.02,-,pucki
6,Błotno,E,2.36,-,"
0.09",goleniowski
7,"BMB (Barnówko -
Mostno - Buszewo)",E,5 064.40,1 900.32,351.43,"gorzowski,
myśliborski"
8,Bogdaj-Uciechów,E,4 012.35,2 789.20,113.97,"milicki, ostrowski"
9,Bonikowo,G,328.63,-,"
-","grodziski,
kościański"
10,Borowo,P,65.00,-,-,kościański
11,Borzęcin,E,133.94,152.33,16.26,trzebnicki
12,Breslack-Kosarzyn,E,9.16,0.92,0.07,krośnieński
